Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online,865703618,9793,152,97
Asia,Singapore,Baby Food,Online,431229102,9129,255,159
Central America and the Caribbean,Saint Kitts and Nevis,Cereal,Offline,667758309,3378,205,117
Asia,China,Household,Online,672215068,2232,668,502
Sub-Saharan Africa,Senegal,Cosmetics,Online,961835706,7414,437,263
Asia,Tajikistan,Beverages,Offline,324169051,7681,47,31
Sub-Saharan Africa,Burundi,Baby Food,Offline,767076432,3817,255,159
Sub-Saharan Africa,Mauritius,Snacks,Online,768731677,3641,152,97
Sub-Saharan Africa,Botswana,Vegetables,Offline,227621114,7001,154,90
Sub-Saharan Africa,Liberia,Personal Care,Offline,912543570,776,81,56
Central America and the Caribbean,Honduras,Office Supplies,Offline,612610375,3878,651,524
Australia and Oceania,Papua New Guinea,Snacks,Offline,787245357,2250,152,97
Central America and the Caribbean,Costa Rica,Meat,Offline,716184842,3865,421,364
North America,Canada,Cosmetics,Offline,649477660,3727,437,263
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,457485139,8874,651,524
Sub-Saharan Africa,Togo,Beverages,Offline,980881106,3372,47,31
Australia and Oceania,Samoa,Beverages,Offline,880651891,3319,47,31
Sub-Saharan Africa,Eritrea,Baby Food,Offline,688096320,1847,255,159
Sub-Saharan Africa,Guinea,Vegetables,Offline,554825723,4116,154,90
Australia and Oceania,Vanuatu,Fruits,Offline,702763926,2318,9,6
Europe,Andorra,Clothes,Offline,974147260,677,109,35
Sub-Saharan Africa,Niger,Cosmetics,Offline,381524550,448,437,263
Sub-Saharan Africa,Malawi,Fruits,Online,257757127,4917,9,6
Sub-Saharan Africa,Burundi,Baby Food,Online,206018817,4401,255,159
Sub-Saharan Africa,Swaziland,Vegetables,Offline,349795949,1249,154,90
Middle East and North Africa,Morocco,Beverages,Offline,882887351,4842,47,31
Europe,Finland,Office Supplies,Online,719404351,6589,651,524
Europe,Georgia,Personal Care,Offline,643770778,4934,81,56
Middle East and North Africa,Morocco,Clothes,Online,160722959,350,109,35
Europe,Armenia,Meat,Offline,645309722,342,421,364
Sub-Saharan Africa,Malawi,Cosmetics,Offline,392892396,4446,437,263
Europe,Malta,Cereal,Offline,469144809,9229,205,117
Sub-Saharan Africa,Angola,Vegetables,Offline,660053288,3291,154,90
Europe,Norway,Cosmetics,Online,821916663,2260,437,263
Central America and the Caribbean,Dominican Republic,Personal Care,Online,431346261,3799,81,56
Europe,Austria,Household,Offline,835265910,2599,668,502
Central America and the Caribbean,Saint Kitts and Nevis,Cosmetics,Online,300911939,5384,437,263
Asia,Tajikistan,Cereal,Offline,765833175,5910,205,117
Asia,Singapore,Baby Food,Offline,187890946,9961,255,159
Europe,Greece,Household,Online,195259082,356,668,502
North America,United States of America,Personal Care,Offline,236423909,1943,81,56
Sub-Saharan Africa,Central African Republic,Meat,Offline,730184257,6603,421,364
Sub-Saharan Africa,The Gambia,Meat,Online,815651452,8245,421,364
Asia,North Korea,Fruits,Online,602249324,7813,9,6
Sub-Saharan Africa,Madagascar,Snacks,Offline,719714200,8280,152,97
Central America and the Caribbean,El Salvador,Personal Care,Online,968094909,9652,81,56
Australia and Oceania,New Zealand,Office Supplies,Offline,767752778,3963,651,524
Sub-Saharan Africa,The Gambia,Household,Online,509361636,282,668,502
Sub-Saharan Africa,Liberia,Baby Food,Offline,203907811,9707,255,159
Middle East and North Africa,Oman,Personal Care,Offline,832690131,369,81,56
Asia,Singapore,Baby Food,Offline,297319924,2428,255,159
Sub-Saharan Africa,Tanzania,Cereal,Offline,169721019,3076,205,117
Australia and Oceania,Marshall Islands,Office Supplies,Offline,742129743,1537,651,524
Australia and Oceania,Papua New Guinea,Clothes,Offline,577094924,4067,109,35
Central America and the Caribbean,Grenada,Vegetables,Online,557477891,8951,154,90
Sub-Saharan Africa,Seychelles,Clothes,Online,736452472,1507,109,35
Central America and the Caribbean,Saint Lucia,Fruits,Offline,787504994,9083,9,6
Middle East and North Africa,Turkey,Fruits,Online,454434287,6059,9,6
Sub-Saharan Africa,Sierra Leone,Household,Online,901351678,8846,668,502
Asia,Laos,Beverages,Online,662680995,888,47,31
Europe,Cyprus,Clothes,Online,593158566,7656,109,35
Europe,Serbia,Vegetables,Offline,717833220,1657,154,90
Europe,Belgium,Vegetables,Online,682066285,7426,154,90
Sub-Saharan Africa,Zimbabwe,Clothes,Online,201531589,6530,109,35
Europe,Greece,Cereal,Online,412215459,2569,205,117
Asia,South Korea,Cosmetics,Offline,720416724,6173,437,263
Europe,Bosnia and Herzegovina,Office Supplies,Offline,152746713,2,651,524
Sub-Saharan Africa,Mauritius,Office Supplies,Offline,506129252,3748,651,524
Middle East and North Africa,Israel,Meat,Online,497800672,9136,421,364
Europe,Italy,Cereal,Online,715309798,4920,205,117
Europe,Belarus,Fruits,Online,466517961,1886,9,6
Middle East and North Africa,Iran,Fruits,Online,929598987,7853,9,6
Middle East and North Africa,Jordan,Fruits,Online,203039205,2667,9,6
Sub-Saharan Africa,South Africa,Cosmetics,Online,955637443,3210,437,263
Sub-Saharan Africa,Benin,Beverages,Online,976505029,8393,47,31
Europe,Latvia,Meat,Offline,825065791,4157,421,364
Sub-Saharan Africa,Lesotho,Meat,Offline,681056058,8477,421,364
Australia and Oceania,Fiji,Clothes,Online,794524657,6357,109,35
Sub-Saharan Africa,Niger,Clothes,Offline,135832917,4834,109,35
Sub-Saharan Africa,Swaziland,Fruits,Offline,445654666,7974,9,6
Europe,Iceland,Office Supplies,Online,384976232,1877,651,524
Australia and Oceania,New Zealand,Baby Food,Offline,485096442,9672,255,159
Middle East and North Africa,Lebanon,Beverages,Offline,897626626,6521,47,31
Asia,South Korea,Clothes,Online,944490611,4615,109,35
Europe,Hungary,Office Supplies,Offline,467924726,8179,651,524
Europe,Greece,Cereal,Offline,280477797,8468,205,117
Middle East and North Africa,Iran,Household,Online,815011155,8767,668,502
Europe,Bulgaria,Fruits,Online,774698626,9394,9,6
Middle East and North Africa,Egypt,Meat,Online,283026540,2697,421,364
Central America and the Caribbean,The Bahamas,Vegetables,Online,433793723,8057,154,90
Middle East and North Africa,Azerbaijan,Fruits,Offline,141111505,6885,9,6
Asia,Kazakhstan,Baby Food,Offline,189403712,7622,255,159
Middle East and North Africa,Jordan,Baby Food,Online,983406674,743,255,159
Australia and Oceania,Marshall Islands,Snacks,Online,298169219,3753,152,97
Central America and the Caribbean,Barbados,Clothes,Online,929052674,6187,109,35
Sub-Saharan Africa,Burkina Faso,Cosmetics,Online,341730868,4613,437,263
Sub-Saharan Africa,Namibia,Cosmetics,Online,122190129,7629,437,263
Australia and Oceania,East Timor,Beverages,Offline,126729285,867,47,31
Sub-Saharan Africa,Liberia,Meat,Offline,731959664,1985,421,364
Central America and the Caribbean,Haiti,Baby Food,Offline,584805095,5678,255,159
Europe,Slovenia,Cereal,Online,652501904,8668,205,117
Sub-Saharan Africa,Zimbabwe,Snacks,Online,172598922,4711,152,97
Middle East and North Africa,Syria,Clothes,Online,702957475,9593,109,35
Middle East and North Africa,Turkey,Household,Online,271751391,6130,668,502
Central America and the Caribbean,El Salvador,Cereal,Online,127467000,9173,205,117
Europe,Bulgaria,Household,Online,688903129,600,668,502
Europe,Finland,Personal Care,Online,195171105,4322,81,56
Asia,Brunei,Meat,Online,555694758,1283,421,364
North America,Greenland,Office Supplies,Online,600210416,4455,651,524
Europe,Vatican City,Household,Offline,128766906,3844,668,502
Europe,San Marino,Vegetables,Offline,361725556,1485,154,90
Europe,Armenia,Personal Care,Online,789760196,6447,81,56
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Online,523857152,9827,437,263
Australia and Oceania,Palau,Cosmetics,Offline,545315253,9756,437,263
Asia,Laos,Cosmetics,Offline,555745828,6395,437,263
Europe,Slovakia,Cosmetics,Online,327072703,6936,437,263
Central America and the Caribbean,Barbados,Household,Offline,151532208,603,668,502
Asia,India,Fruits,Offline,391673171,3650,9,6
Europe,Switzerland,Vegetables,Online,130356919,4364,154,90
Asia,Cambodia,Personal Care,Offline,320757281,8062,81,56
Europe,Portugal,Cereal,Offline,636360585,2093,205,117
Asia,Turkmenistan,Cosmetics,Online,820965659,837,437,263
Middle East and North Africa,Oman,Cereal,Online,238683831,705,205,117
Europe,Belarus,Beverages,Online,123938930,5138,47,31
Sub-Saharan Africa,Mozambique,Personal Care,Online,431467282,9612,81,56
Sub-Saharan Africa,Botswana,Fruits,Offline,286317718,6630,9,6
Central America and the Caribbean,Dominican Republic,Meat,Offline,233851563,729,421,364
Sub-Saharan Africa,Comoros,Office Supplies,Offline,889742648,3476,651,524
Asia,Kyrgyzstan,Meat,Online,689977300,8471,421,364
Asia,Laos,Meat,Online,840854346,6342,421,364
Asia,Japan,Beverages,Online,368985116,9750,47,31
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,171293437,8389,154,90
Central America and the Caribbean,Costa Rica,Baby Food,Offline,765015637,3982,255,159
Sub-Saharan Africa,Comoros,Vegetables,Online,937700545,5284,154,90
Australia and Oceania,Palau,Personal Care,Offline,897209489,3081,81,56
Central America and the Caribbean,Grenada,Beverages,Online,921716296,5189,47,31
Sub-Saharan Africa,Guinea,Vegetables,Offline,909707295,1459,154,90
Asia,Cambodia,Beverages,Offline,829981315,8770,47,31
Sub-Saharan Africa,Kenya,Personal Care,Online,271649682,6032,81,56
Sub-Saharan Africa,Swaziland,Fruits,Online,694136226,9189,9,6
Asia,South Korea,Personal Care,Online,477177274,6214,81,56
Europe,Kosovo,Office Supplies,Offline,770821654,2112,651,524
Sub-Saharan Africa,Swaziland,Fruits,Online,545430696,3918,9,6
Australia and Oceania,Federated States of Micronesia,Clothes,Online,641678225,5701,109,35
Sub-Saharan Africa,Nigeria,Cosmetics,Online,620550572,3559,437,263
Middle East and North Africa,Saudi Arabia,Cosmetics,Online,113346564,622,437,263
Sub-Saharan Africa,Central African Republic,Clothes,Online,171677529,2051,109,35
Middle East and North Africa,Iraq,Office Supplies,Online,117467296,38,651,524
Europe,United Kingdom,Cosmetics,Online,692952191,8807,437,263
Australia and Oceania,New Zealand,Cosmetics,Offline,910681045,9613,437,263
Central America and the Caribbean,Haiti,Vegetables,Online,303515183,5742,154,90
Australia and Oceania,Vanuatu,Household,Online,274628436,7512,668,502
Europe,Ukraine,Beverages,Offline,947507131,7271,47,31
Australia and Oceania,Papua New Guinea,Beverages,Offline,715950095,4398,47,31
Asia,Japan,Fruits,Offline,294068658,306,9,6
Sub-Saharan Africa,Malawi,Personal Care,Offline,466286647,3436,81,56
Middle East and North Africa,Qatar,Meat,Offline,737340390,4262,421,364
Sub-Saharan Africa,Botswana,Office Supplies,Offline,682278716,289,651,524
Europe,Ireland,Personal Care,Offline,396462953,1053,81,56
Asia,Bangladesh,Meat,Online,945566928,3121,421,364
Asia,South Korea,Cosmetics,Online,315576970,5093,437,263
Europe,Russia,Beverages,Offline,162791907,2598,47,31
Asia,North Korea,Household,Online,863823068,3297,668,502
Asia,Bangladesh,Meat,Online,165594279,1882,421,364
Europe,Luxembourg,Cosmetics,Online,835341870,5077,437,263
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,310614669,6638,109,35
Europe,Norway,Household,Offline,149274003,2350,668,502
Middle East and North Africa,Libya,Beverages,Offline,179493701,5030,47,31
Sub-Saharan Africa,Chad,Clothes,Online,749760091,9527,109,35
Australia and Oceania,Tonga,Baby Food,Offline,478872001,7721,255,159
Australia and Oceania,Tonga,Beverages,Online,305940759,3524,47,31
Asia,India,Beverages,Online,340390193,7877,47,31
Europe,Estonia,Cosmetics,Offline,311956632,3755,437,263
Europe,Ukraine,Baby Food,Offline,920688903,1161,255,159
Asia,Laos,Meat,Online,686948335,2133,421,364
Sub-Saharan Africa,South Africa,Household,Offline,901408755,5737,668,502
Sub-Saharan Africa,Republic of the Congo,Meat,Online,675056493,3072,421,364
Sub-Saharan Africa,Guinea,Beverages,Offline,989190375,2269,47,31
Asia,Nepal,Household,Offline,645421731,3488,668,502
Asia,Vietnam,Meat,Online,315674388,3921,421,364
Middle East and North Africa,Tunisia,Cereal,Offline,292184674,2793,205,117
Middle East and North Africa,Algeria,Baby Food,Offline,937501418,6358,255,159
Europe,San Marino,Personal Care,Online,434485948,2902,81,56
Middle East and North Africa,Somalia,Personal Care,Offline,636312091,7743,81,56
Europe,Estonia,Baby Food,Offline,316466176,8229,255,159
Asia,Malaysia,Vegetables,Offline,118747031,8740,154,90
Central America and the Caribbean,Nicaragua,Household,Online,307265985,5688,668,502
Central America and the Caribbean,Cuba,Cereal,Offline,316446864,2514,205,117
Europe,Kosovo,Household,Online,101025998,4693,668,502
Australia and Oceania,Fiji,Vegetables,Offline,586052215,4729,154,90
Australia and Oceania,Marshall Islands,Beverages,Offline,516886842,7158,47,31
Central America and the Caribbean,The Bahamas,Vegetables,Online,509203708,3548,154,90
Sub-Saharan Africa,Mauritius,Cosmetics,Online,798989140,7497,437,263
Asia,Uzbekistan,Cereal,Offline,792541968,9635,205,117
Sub-Saharan Africa,Namibia,Household,Online,416473519,2624,668,502
Central America and the Caribbean,El Salvador,Office Supplies,Offline,567707622,6156,651,524
Asia,China,Household,Offline,863480603,1954,668,502
Asia,Philippines,Beverages,Offline,991341292,8773,47,31
Sub-Saharan Africa,Central African Republic,Cereal,Online,259151017,7400,205,117
Asia,Mongolia,Household,Offline,745083606,5651,668,502
Europe,Luxembourg,Personal Care,Offline,547625386,3376,81,56
Middle East and North Africa,Pakistan,Beverages,Offline,535575187,7454,47,31
Australia and Oceania,New Zealand,Meat,Online,298044335,6797,421,364
Europe,Montenegro,Fruits,Online,394456660,7346,9,6
Europe,Kosovo,Baby Food,Online,104548490,7076,255,159
Sub-Saharan Africa,Zambia,Vegetables,Online,578368651,991,154,90
Asia,Bhutan,Beverages,Offline,786278474,6128,47,31
Asia,Laos,Office Supplies,Online,668951785,6554,651,524
Europe,Greece,Cereal,Online,687374913,8367,205,117
Central America and the Caribbean,Costa Rica,Meat,Online,472846686,4697,421,364
Middle East and North Africa,Turkey,Clothes,Online,176978433,706,109,35
Europe,Greece,Vegetables,Online,921693980,8586,154,90
Sub-Saharan Africa,Eritrea,Cosmetics,Online,749229657,2560,437,263
Central America and the Caribbean,Haiti,Meat,Offline,472134292,3884,421,364
Asia,Sri Lanka,Cosmetics,Online,523269212,5843,437,263
Sub-Saharan Africa,Ethiopia,Fruits,Online,505808246,8755,9,6
Australia and Oceania,East Timor,Office Supplies,Online,543237721,4969,651,524
Europe,Montenegro,Household,Online,829356467,3864,668,502
Australia and Oceania,Solomon Islands,Office Supplies,Online,278275811,6851,651,524
Central America and the Caribbean,Honduras,Office Supplies,Online,574419581,2374,651,524
Europe,Czech Republic,Cereal,Offline,322524106,905,205,117
Europe,Portugal,Cereal,Offline,897638213,9950,205,117
Middle East and North Africa,Yemen,Personal Care,Offline,595123231,9044,81,56
Europe,Italy,Baby Food,Offline,480652987,4755,255,159
Europe,France,Office Supplies,Online,340213811,5682,651,524
Asia,Malaysia,Cereal,Online,930104529,7454,205,117
Europe,Iceland,Baby Food,Online,826936471,7733,255,159
Europe,Norway,Cosmetics,Online,477633464,1211,437,263
Europe,Latvia,Meat,Online,849431836,4611,421,364
Sub-Saharan Africa,Cape Verde,Snacks,Online,279880416,1689,152,97
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,326840531,8231,152,97
Middle East and North Africa,Qatar,Fruits,Online,818486011,7054,9,6
Sub-Saharan Africa,Sudan,Household,Offline,303303182,3006,668,502
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,100090873,7968,81,56
Sub-Saharan Africa,Cape Verde,Vegetables,Offline,247960412,5851,154,90
Asia,Taiwan,Meat,Online,856335628,7597,421,364
Middle East and North Africa,Libya,Cereal,Offline,754952847,6179,205,117
Central America and the Caribbean,Belize,Meat,Online,643860900,1603,421,364
Sub-Saharan Africa,Republic of the Congo,Clothes,Offline,843421113,5905,109,35
Europe,United Kingdom,Baby Food,Online,844307315,8152,255,159
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,657505834,9442,255,159
Central America and the Caribbean,Saint Kitts and Nevis,Snacks,Offline,364315497,7906,152,97
Middle East and North Africa,Israel,Fruits,Offline,566347634,3705,9,6
Sub-Saharan Africa,Senegal,Baby Food,Offline,135526072,4031,255,159
Australia and Oceania,Vanuatu,Household,Offline,264087140,8108,668,502
Europe,Finland,Snacks,Online,414579665,2191,152,97
Europe,Switzerland,Cereal,Offline,569864976,4565,205,117
Europe,United Kingdom,Clothes,Online,783116900,548,109,35
Europe,Andorra,Cosmetics,Online,727821767,7489,437,263
Asia,Maldives,Clothes,Offline,147778403,9768,109,35
Asia,Philippines,Office Supplies,Online,207098138,3796,651,524
Australia and Oceania,East Timor,Meat,Online,340204799,3015,421,364
Asia,China,Beverages,Offline,501834714,2899,47,31
Middle East and North Africa,Tunisia,Household,Offline,717036712,5952,668,502
Europe,Georgia,Meat,Offline,631172120,6711,421,364
Europe,San Marino,Office Supplies,Offline,859914767,6744,651,524
Central America and the Caribbean,Saint Kitts and Nevis,Beverages,Offline,739250981,9648,47,31
Europe,Andorra,Snacks,Online,575479590,6054,152,97
Sub-Saharan Africa,Cameroon,Personal Care,Online,295211923,8623,81,56
Central America and the Caribbean,Costa Rica,Clothes,Offline,795371806,7047,109,35
North America,Greenland,Personal Care,Offline,793195569,3050,81,56
Central America and the Caribbean,Antigua and Barbuda,Personal Care,Offline,876232039,5387,81,56
Europe,Spain,Snacks,Offline,352342545,4844,152,97
Central America and the Caribbean,Panama,Household,Offline,399700915,9238,668,502
Asia,Taiwan,Baby Food,Online,916793477,8418,255,159
Europe,Slovenia,Cereal,Online,972419059,9264,205,117
Middle East and North Africa,Kuwait,Meat,Online,155688989,686,421,364
Asia,South Korea,Meat,Offline,826027095,8628,421,364
Sub-Saharan Africa,Lesotho,Meat,Offline,463169705,1063,421,364
Europe,Spain,Meat,Offline,217165648,2996,421,364
Middle East and North Africa,Israel,Snacks,Online,858376252,1463,152,97
Middle East and North Africa,Syria,Vegetables,Online,527475345,531,154,90
Australia and Oceania,Nauru,Cosmetics,Offline,585449254,6299,437,263
Australia and Oceania,Samoa,Baby Food,Offline,663596808,1897,255,159
Sub-Saharan Africa,South Sudan,Baby Food,Offline,913529336,2486,255,159
Central America and the Caribbean,Haiti,Office Supplies,Online,657170665,258,651,524
Asia,Cambodia,Vegetables,Offline,636757123,9438,154,90
Europe,Denmark,Baby Food,Online,764837539,1279,255,159
Sub-Saharan Africa,Burkina Faso,Fruits,Online,574273240,9068,9,6
Central America and the Caribbean,Barbados,Cereal,Offline,568238055,3123,205,117
Europe,Latvia,Fruits,Offline,870218312,5792,9,6
Australia and Oceania,Samoa,Personal Care,Online,774012839,6454,81,56
Australia and Oceania,Tonga,Clothes,Online,993732964,6522,109,35
Europe,Spain,Office Supplies,Online,513802516,4437,651,524
Europe,Slovakia,Beverages,Online,638957822,673,47,31
Europe,Bulgaria,Baby Food,Online,944247710,2736,255,159
Middle East and North Africa,Morocco,Clothes,Online,625033509,160,109,35
Sub-Saharan Africa,Niger,Household,Offline,746989047,9514,668,502
Sub-Saharan Africa,Central African Republic,Snacks,Online,196100652,9395,152,97
Sub-Saharan Africa,Eritrea,Office Supplies,Online,628667151,5435,651,524
Sub-Saharan Africa,Ghana,Meat,Offline,621299874,5294,421,364
Australia and Oceania,Palau,Cereal,Online,620922648,3665,205,117
Europe,Netherlands,Baby Food,Offline,694771802,7270,255,159
Sub-Saharan Africa,Burkina Faso,Cosmetics,Online,980396163,9866,437,263
Asia,Kazakhstan,Cosmetics,Online,335657060,7238,437,263
Europe,Bosnia and Herzegovina,Snacks,Offline,388728320,2203,152,97
Asia,Taiwan,Clothes,Online,588096272,9611,109,35
Europe,Vatican City,Vegetables,Offline,452559745,1340,154,90
Europe,Portugal,Baby Food,Offline,921230065,1303,255,159
Middle East and North Africa,United Arab Emirates,Fruits,Offline,303531062,441,9,6
Asia,Turkmenistan,Fruits,Offline,129199063,1729,9,6
Sub-Saharan Africa,Cameroon,Cosmetics,Online,198282897,5170,437,263
Europe,Malta,Fruits,Online,831143891,2802,9,6
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,618455874,3692,651,524
Sub-Saharan Africa,Tanzania,Household,Online,471205174,8937,668,502
Central America and the Caribbean,Costa Rica,Baby Food,Online,470690619,6669,255,159
Europe,Estonia,Cereal,Online,318523538,7048,205,117
Central America and the Caribbean,Panama,Household,Offline,686627757,7267,668,502
Sub-Saharan Africa,Mali,Office Supplies,Online,967239606,6548,651,524
Central America and the Caribbean,Dominican Republic,Beverages,Offline,622907912,1148,47,31
Central America and the Caribbean,Guatemala,Household,Offline,536494004,9353,668,502
Sub-Saharan Africa,Sierra Leone,Cosmetics,Online,761171710,6479,437,263
Europe,Armenia,Meat,Offline,970427358,9875,421,364
Asia,Vietnam,Fruits,Offline,908059775,3921,9,6
Central America and the Caribbean,Panama,Vegetables,Online,838180291,5029,154,90
Europe,Estonia,Cereal,Offline,195212733,6641,205,117
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,733893430,4229,154,90
Central America and the Caribbean,Panama,Cosmetics,Online,679271209,300,437,263
Sub-Saharan Africa,Niger,Fruits,Online,576707398,9390,9,6
Europe,Poland,Household,Online,141875827,3065,668,502
Europe,Vatican City,Beverages,Offline,510762822,4924,47,31
Europe,Russia,Snacks,Offline,189667212,5598,152,97
Central America and the Caribbean,Grenada,Household,Offline,905200326,7747,668,502
Central America and the Caribbean,Honduras,Fruits,Online,854285991,1064,9,6
Asia,Taiwan,Household,Offline,554160535,7272,668,502
Asia,Laos,Meat,Offline,592372786,5126,421,364
Europe,Germany,Clothes,Online,276784074,5413,109,35
Middle East and North Africa,Syria,Snacks,Online,785568225,5950,152,97
Sub-Saharan Africa,Sudan,Household,Offline,217211568,6585,668,502
Sub-Saharan Africa,Mozambique,Office Supplies,Online,340512931,4198,651,524
Europe,Spain,Clothes,Online,744583642,7701,109,35
Sub-Saharan Africa,Djibouti,Snacks,Offline,188847529,3035,152,97
Middle East and North Africa,Syria,Fruits,Offline,653040921,8175,9,6
Asia,Vietnam,Clothes,Offline,587212646,8126,109,35
Europe,Moldova,Beverages,Online,761724030,9923,47,31
Europe,Slovakia,Office Supplies,Online,217248904,7633,651,524
Central America and the Caribbean,Grenada,Meat,Online,314773595,7357,421,364
Europe,Montenegro,Clothes,Online,685596930,2222,109,35
Central America and the Caribbean,Barbados,Office Supplies,Online,581330239,7391,651,524
Australia and Oceania,Australia,Household,Online,223897349,5056,668,502
Europe,Greece,Clothes,Online,355534589,9440,109,35
Asia,Taiwan,Household,Offline,888790786,1799,668,502
Europe,Belgium,Office Supplies,Offline,456527268,5419,651,524
Europe,Montenegro,Baby Food,Offline,461917865,616,255,159
Australia and Oceania,Fiji,Cosmetics,Online,128448903,9740,437,263
Central America and the Caribbean,Belize,Clothes,Offline,549919211,2170,109,35
Asia,North Korea,Fruits,Online,640440118,9318,9,6
Europe,Montenegro,Personal Care,Offline,284435451,9625,81,56
Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,786641538,3567,255,159
Middle East and North Africa,Pakistan,Cereal,Offline,822107207,8647,205,117
Middle East and North Africa,Oman,Cereal,Offline,486193788,4401,205,117
Europe,Finland,Meat,Online,844575107,7397,421,364
Asia,Taiwan,Office Supplies,Online,783237493,6234,651,524
Europe,Russia,Baby Food,Offline,158479773,6542,255,159
Middle East and North Africa,Morocco,Cosmetics,Online,246913278,5981,437,263
North America,Mexico,Cosmetics,Online,595461833,9244,437,263
North America,United States of America,Household,Offline,371361768,3054,668,502
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Offline,612161910,1168,81,56
Europe,Monaco,Household,Online,175723588,9370,668,502
Europe,Netherlands,Household,Online,690220630,477,668,502
Europe,Macedonia,Beverages,Offline,704139363,9340,47,31
Europe,Italy,Fruits,Online,636278617,7837,9,6
Europe,Belarus,Snacks,Online,525749719,9880,152,97
Europe,Romania,Fruits,Online,481976497,6411,9,6
Asia,Tajikistan,Meat,Offline,234695279,403,421,364
Sub-Saharan Africa,Sierra Leone,Cereal,Online,483954894,1863,205,117
Middle East and North Africa,Lebanon,Beverages,Online,650116670,2824,47,31
Asia,Bhutan,Cereal,Offline,223854434,2356,205,117
Asia,Maldives,Personal Care,Offline,116154515,1557,81,56
Central America and the Caribbean,Belize,Vegetables,Online,408315742,8556,154,90
Central America and the Caribbean,Antigua and Barbuda,Baby Food,Online,801949441,3516,255,159
Europe,San Marino,Meat,Online,168979442,3627,421,364
Sub-Saharan Africa,Burundi,Vegetables,Offline,601642072,8114,154,90
Sub-Saharan Africa,Togo,Fruits,Offline,662486159,3231,9,6
Sub-Saharan Africa,Ghana,Meat,Online,334373033,7266,421,364
Europe,Albania,Household,Online,570476520,5534,668,502
Europe,Finland,Cereal,Online,144282948,5386,205,117
Middle East and North Africa,Yemen,Baby Food,Offline,599591147,1200,255,159
Middle East and North Africa,Saudi Arabia,Meat,Offline,400512444,9387,421,364
Sub-Saharan Africa,Mauritania,Snacks,Online,781470668,3391,152,97
Europe,Russia,Beverages,Online,797202146,8685,47,31
Asia,Maldives,Snacks,Online,472755706,7774,152,97
Europe,Hungary,Fruits,Offline,353492677,5193,9,6
Europe,Slovenia,Cosmetics,Offline,155086886,2511,437,263
Europe,Russia,Cosmetics,Online,113524663,3325,437,263
Sub-Saharan Africa,Equatorial Guinea,Beverages,Online,535104835,8267,47,31
Central America and the Caribbean,Dominica,Baby Food,Online,446438729,9996,255,159
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,744450175,8205,47,31
Sub-Saharan Africa,Gabon,Beverages,Offline,146375501,4618,47,31
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,139763534,7990,81,56
Europe,Andorra,Beverages,Offline,932475602,9107,47,31
Sub-Saharan Africa,Zimbabwe,Fruits,Online,102685534,5786,9,6
Sub-Saharan Africa,Republic of the Congo,Meat,Offline,248879659,7877,421,364
Middle East and North Africa,Oman,Beverages,Offline,439856803,2257,47,31
Sub-Saharan Africa,Seychelles,Fruits,Online,264728295,7840,9,6
Europe,Russia,Office Supplies,Offline,282917964,567,651,524
Sub-Saharan Africa,Ghana,Cosmetics,Offline,674162137,8413,437,263
Sub-Saharan Africa,Senegal,Fruits,Online,788509643,6381,9,6
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online,496321809,1507,437,263
Sub-Saharan Africa,Madagascar,Household,Online,638272464,7861,668,502
Europe,Croatia,Baby Food,Offline,775347936,1539,255,159
Australia and Oceania,Palau,Household,Offline,538847053,5672,668,502
Europe,Bulgaria,Baby Food,Offline,980381143,5421,255,159
Europe,Belarus,Cosmetics,Offline,521874034,2979,437,263
Sub-Saharan Africa,Ghana,Vegetables,Offline,805562055,2568,154,90
Australia and Oceania,Nauru,Personal Care,Online,843994033,5445,81,56
Australia and Oceania,Tonga,Snacks,Online,170031297,4894,152,97
Europe,Iceland,Cosmetics,Online,186847674,1234,437,263
Europe,Vatican City,Fruits,Offline,117929494,6813,9,6
Middle East and North Africa,Qatar,Baby Food,Offline,157075583,1011,255,159
Middle East and North Africa,Iraq,Baby Food,Online,118397271,5238,255,159
Europe,Netherlands,Beverages,Offline,786318385,7939,47,31
Asia,Bangladesh,Cosmetics,Offline,765575253,9585,437,263
Middle East and North Africa,Kuwait,Vegetables,Offline,531216704,7682,154,90
Europe,Austria,Household,Online,178604066,1767,668,502
Sub-Saharan Africa,Zambia,Personal Care,Offline,773411166,8406,81,56
Central America and the Caribbean,El Salvador,Cosmetics,Online,301624333,6198,437,263
Middle East and North Africa,United Arab Emirates,Household,Online,419542396,773,668,502
