id_pedido,id_cliente,Tienda,TipoLibro,und_pedidas,und_despachadas,ano_despacho,mes_despacho,lead_time,rating
7764,CL0033,Santiago,Novelas,27,27,2024,1,10,64.5
7765,CL0100,Webpage,Novelas,1,1,2023,12,1,65.7
7766,CL0100,Webpage,Academicos,1,1,2023,4,2,60
7767,CL0100,Webpage,CienciaFiccion,2,2,2024,2,1,81.5
7768,CL0100,Webpage,Academicos,3,3,2023,6,7,74.7
7769,CL0100,Webpage,Novelas,1,1,2023,3,1,71.9
7770,CL0076,Regiones,CienciaFiccion,34,34,2024,2,8,66.1
7771,CL0124,Regiones,CienciaFiccion,29,29,2023,12,13,58.8
7772,CL0003,Regiones,Academicos,37,37,2024,2,3,74.7
7773,CL0100,Webpage,Academicos,1,1,2023,5,2,64.2
7774,CL0003,Regiones,Novelas,6,6,2024,2,7,72.4
7775,CL0100,Webpage,Academicos,2,2,2023,11,2,59
7776,CL0100,Webpage,Novelas,1,1,2024,2,1,68.3
7777,CL0100,Webpage,Novelas,3,3,2023,5,3,60.8
7778,CL0100,Webpage,Academicos,6,6,2023,12,5,65.9
7779,CL0100,Webpage,CienciaFiccion,7,7,2023,6,2,53.9
7780,CL0050,Regiones,Academicos,57,57,2024,2,5,61.3
7781,CL0100,Webpage,Academicos,2,2,2023,6,1,71.7
7782,CL0100,Webpage,Academicos,7,7,2023,6,6,85.7
7783,CL0100,Webpage,CienciaFiccion,2,2,2023,5,1,54.7
7784,CL0100,Webpage,Academicos,3,3,2023,6,5,69.1
7785,CL0100,Webpage,Novelas,1,1,2023,2,1,79.7
7786,CL0100,Webpage,Novelas,1,1,2023,4,1,83.7
7787,CL0070,Regiones,Academicos,4,4,2023,6,6,70
7788,CL0061,Santiago,Academicos,29,29,2023,10,3,69.9
7789,CL0001,Regiones,Novelas,10,10,2023,6,3,67.8
7790,CL0100,Webpage,Novelas,1,1,2023,10,1,72.1
7791,CL0100,Webpage,CienciaFiccion,15,15,2023,5,3,89.1
7792,CL0100,Webpage,Academicos,6,6,2023,1,1,82
7793,CL0100,Webpage,Novelas,1,1,2023,11,4,66.7
7794,CL0100,Webpage,Academicos,2,2,2023,5,2,75.9
7795,CL0100,Webpage,CienciaFiccion,1,1,2023,4,1,78.1
7796,CL0100,Webpage,Academicos,12,12,2023,12,1,86.2
7797,CL0100,Webpage,CienciaFiccion,2,2,2023,10,0,53.9
7798,CL0077,Regiones,CienciaFiccion,5,5,2023,5,5,82.9
7799,CL0001,Regiones,CienciaFiccion,8,8,2023,9,5,68
7800,CL0100,Webpage,Novelas,1,1,2023,10,2,53.1
7801,CL0100,Webpage,Academicos,1,1,2023,5,1,72.1
7802,CL0100,Webpage,Academicos,3,3,2023,10,2,82.3
7803,CL0100,Webpage,CienciaFiccion,14,14,2023,12,6,70.4
7804,CL0100,Webpage,Academicos,1,1,2023,10,3,69.4
7805,CL0100,Webpage,Novelas,1,1,2024,1,2,78.5
7806,CL0100,Webpage,CienciaFiccion,4,4,2023,3,1,68.8
7807,CL0100,Webpage,Academicos,2,2,2023,5,2,71.5
7808,CL0077,Regiones,Novelas,29,29,2024,1,7,61.5
7809,CL0100,Webpage,CienciaFiccion,5,5,2023,6,6,69.8
7810,CL0100,Webpage,Novelas,3,3,2023,5,3,61.2
7811,CL0009,Regiones,CienciaFiccion,15,15,2024,2,6,66.9
7812,CL0100,Webpage,Academicos,3,3,2023,12,5,46.8
7813,CL0100,Webpage,Academicos,4,3,2024,1,1,95.8
7814,CL0100,Webpage,CienciaFiccion,4,4,2023,10,2,61.3
7815,CL0100,Webpage,CienciaFiccion,3,3,2023,11,2,70
7816,CL0099,Regiones,CienciaFiccion,47,47,2023,11,1,54
7817,CL0100,Webpage,Academicos,1,1,2023,6,5,66.7
7818,CL0050,Regiones,Novelas,41,41,2023,8,6,53
7819,CL0100,Webpage,CienciaFiccion,2,2,2023,5,3,61.6
7820,CL0100,Webpage,CienciaFiccion,2,2,2023,5,4,61.6
7821,CL0100,Webpage,Novelas,1,1,2023,6,5,73.6
7822,CL0033,Santiago,Novelas,36,36,2023,6,3,62.9
7823,CL0100,Webpage,Novelas,1,1,2024,2,3,82.4
7824,CL0124,Regiones,Academicos,26,26,2024,3,7,75.3
7825,CL0100,Webpage,CienciaFiccion,1,1,2023,5,0,77.4
7826,CL0100,Webpage,Novelas,1,1,2023,4,4,61.1
7827,CL0100,Webpage,Novelas,1,1,2023,5,3,62.7
7828,CL0100,Webpage,Academicos,3,3,2023,6,4,72.8
7829,CL0100,Webpage,CienciaFiccion,2,2,2023,10,2,62.4
7830,CL0100,Webpage,Novelas,1,1,2023,4,1,76.5
7831,CL0100,Webpage,Academicos,1,1,2024,2,1,82.2
7832,CL0100,Webpage,Novelas,1,1,2023,6,6,72.5
7833,CL0017,Santiago,Novelas,11,11,2023,9,1,51
7834,CL0100,Webpage,CienciaFiccion,7,7,2023,12,6,91.4
7835,CL0100,Webpage,Novelas,1,1,2024,1,1,62.1
7836,CL0100,Webpage,Novelas,2,2,2023,12,5,80.1
7837,CL0088,Regiones,Academicos,91,91,2023,4,1,52.3
7838,CL0100,Webpage,Novelas,1,1,2023,4,1,63.7
7839,CL0100,Webpage,Novelas,1,1,2023,4,1,73.1
7840,CL0100,Webpage,Academicos,1,1,2023,12,7,59.9
7841,CL0033,Santiago,Novelas,48,48,2023,6,4,61.3
7842,CL0088,Regiones,Novelas,12,12,2023,10,10,63.4
7843,CL0095,Regiones,Academicos,34,34,2023,11,3,75.7
7844,CL0100,Webpage,CienciaFiccion,1,1,2023,2,0,67.7
7845,CL0091,Regiones,Academicos,49,49,2023,7,1,54.8
7846,CL0017,Santiago,Novelas,15,15,2023,9,8,65.9
7847,CL0033,Santiago,CienciaFiccion,34,34,2023,2,5,61.3
7848,CL0084,Regiones,Academicos,8,8,2023,2,3,76.4
7849,CL0100,Webpage,Novelas,1,1,2023,10,2,54.8
7850,CL0024,Santiago,CienciaFiccion,95,95,2023,8,4,57.1
7851,CL0100,Webpage,Novelas,1,1,2023,3,1,76.5
7852,CL0003,Regiones,Novelas,12,12,2023,12,8,76
7853,CL0100,Webpage,Academicos,2,2,2023,10,1,87.9
7854,CL0100,Webpage,Novelas,1,1,2023,10,1,67.9
7855,CL0100,Webpage,Academicos,3,3,2023,5,3,62.7
7856,CL0100,Webpage,Academicos,2,2,2023,12,5,59.1
7857,CL0091,Regiones,Academicos,89,89,2023,11,2,56.8
7858,CL0100,Webpage,CienciaFiccion,2,2,2023,9,3,64.9
7859,CL0033,Santiago,Novelas,62,62,2024,1,7,72.5
7860,CL0100,Webpage,Academicos,1,1,2023,12,1,68.8
7861,CL0100,Webpage,Academicos,1,1,2023,5,1,72.4
7862,CL0033,Santiago,Novelas,12,12,2023,4,2,59.3
7863,CL0100,Webpage,Novelas,1,1,2023,4,1,75
7864,CL0100,Webpage,CienciaFiccion,2,2,2024,2,1,77
7865,CL0088,Regiones,Novelas,16,16,2023,7,7,75.6
7866,CL0100,Webpage,Academicos,9,9,2023,6,3,67.5
7867,CL0100,Webpage,Novelas,1,1,2023,1,0,76
7868,CL0124,Regiones,CienciaFiccion,16,16,2024,1,8,66.3
7869,CL0100,Webpage,Novelas,3,3,2023,6,7,89.1
7870,CL0100,Webpage,Novelas,1,1,2023,4,4,63.4
7871,CL0084,Regiones,Novelas,77,76,2023,5,8,74.6
7872,CL0092,Regiones,CienciaFiccion,85,85,2023,4,6,54.6
7873,CL0100,Webpage,Novelas,1,1,2023,3,0,79.3
7874,CL0093,Regiones,Academicos,23,23,2023,3,6,58.8
7875,CL0100,Webpage,Novelas,1,1,2023,12,10,79.5
7876,CL0100,Webpage,Academicos,4,4,2023,6,7,80.3
7877,CL0100,Webpage,Novelas,2,2,2023,5,3,59.6
7878,CL0100,Webpage,CienciaFiccion,5,5,2023,12,6,57.4
7879,CL0004,Regiones,Academicos,38,38,2023,9,8,65.5
7880,CL0093,Regiones,Novelas,26,26,2024,1,15,65.8
7881,CL0100,Webpage,Academicos,2,2,2024,2,3,65.9
7882,CL0036,Santiago,Academicos,72,72,2023,2,4,61.2
7883,CL0100,Webpage,CienciaFiccion,8,8,2023,6,7,67.8
7884,CL0001,Regiones,Academicos,23,23,2023,5,3,53.9
7885,CL0052,Santiago,Novelas,15,15,2024,3,5,101.1
7886,CL0088,Regiones,Academicos,57,57,2023,8,3,64.4
7887,CL0077,Regiones,Novelas,38,38,2023,3,4,44
7888,CL0100,Webpage,Novelas,1,1,2023,6,1,55.1
7889,CL0100,Webpage,CienciaFiccion,8,8,2023,10,1,70.9
7890,CL0100,Webpage,CienciaFiccion,11,10,2023,6,7,53.2
7891,CL0004,Regiones,Academicos,44,43,2024,2,9,52.7
7892,CL0084,Regiones,Academicos,98,98,2023,8,3,58.2
7893,CL0083,Santiago,CienciaFiccion,67,67,2024,3,4,64.5
7894,CL0100,Webpage,Novelas,1,1,2023,9,2,41.7
7895,CL0100,Webpage,Novelas,1,1,2023,2,1,62.3
7896,CL0033,Santiago,CienciaFiccion,38,38,2023,9,11,73.6
7897,CL0100,Webpage,CienciaFiccion,4,4,2023,2,0,65.9
7898,CL0100,Webpage,CienciaFiccion,8,8,2023,12,4,66.5
7899,CL0100,Webpage,Academicos,3,3,2023,6,1,46.9
7900,CL0100,Webpage,Novelas,1,1,2023,5,1,64.3
7901,CL0009,Regiones,Novelas,16,16,2023,2,6,65
7902,CL0075,Santiago,CienciaFiccion,10,10,2023,2,3,65.8
7903,CL0124,Regiones,Academicos,1,1,2023,10,8,78.5
7904,CL0100,Webpage,CienciaFiccion,6,6,2023,6,6,75.7
7905,CL0010,Regiones,Academicos,6,6,2023,12,13,75.3
7906,CL0070,Regiones,Academicos,10,10,2023,11,4,66.9
7907,CL0017,Santiago,Novelas,35,35,2023,4,2,59.2
7908,CL0033,Santiago,Novelas,38,38,2023,9,5,60.4
7909,CL0100,Webpage,Academicos,3,3,2023,2,0,68.1
7910,CL0100,Webpage,CienciaFiccion,4,4,2023,5,0,55.4
7911,CL0100,Webpage,Academicos,1,1,2023,11,3,58.1
7912,CL0075,Santiago,CienciaFiccion,53,53,2024,3,4,66.6
7913,CL0037,Santiago,Academicos,19,19,2023,1,1,77.7
7914,CL0100,Webpage,Novelas,1,1,2023,12,5,63.2
7915,CL0075,Santiago,Academicos,48,48,2023,6,5,60.6
7916,CL0088,Regiones,Academicos,74,73,2023,7,4,54.8
7917,CL0033,Santiago,CienciaFiccion,3,3,2023,5,2,68.1
7918,CL0033,Santiago,CienciaFiccion,76,76,2023,11,5,56.8
7919,CL0100,Webpage,Novelas,1,1,2023,9,1,63.4
7920,CL0084,Regiones,Novelas,81,81,2023,2,6,48.3
7921,CL0100,Webpage,Academicos,4,4,2023,6,6,56.8
7922,CL0100,Webpage,Academicos,3,3,2023,6,5,66.5
7923,CL0093,Regiones,Novelas,76,76,2023,12,5,62.4
7924,CL0100,Webpage,CienciaFiccion,6,6,2023,5,3,83.1
7925,CL0001,Regiones,Academicos,34,34,2024,1,4,41.8
7926,CL0005,Regiones,CienciaFiccion,36,36,2023,6,3,55.8
7927,CL0048,Santiago,Academicos,95,95,2023,2,4,41
7928,CL0100,Webpage,Novelas,2,2,2024,1,1,75.9
7929,CL0076,Regiones,Novelas,46,46,2023,4,2,63.1
7930,CL0004,Regiones,CienciaFiccion,41,41,2023,1,11,65.5
7931,CL0100,Webpage,Novelas,1,1,2023,2,0,60.7
7932,CL0008,Regiones,Novelas,53,53,2023,6,4,57.2
7933,CL0069,Santiago,Academicos,19,19,2023,11,1,41.7
7934,CL0008,Regiones,CienciaFiccion,51,51,2024,2,1,64.4
7935,CL0095,Regiones,CienciaFiccion,64,64,2023,6,6,38.7
7936,CL0077,Regiones,Academicos,16,16,2023,6,3,56.2
7937,CL0033,Santiago,Novelas,48,48,2023,3,2,60.8
7938,CL0100,Webpage,Novelas,6,6,2023,11,4,56.4
7939,CL0100,Webpage,Novelas,1,1,2023,4,1,80.6
7940,CL0100,Webpage,CienciaFiccion,2,2,2023,10,0,71.9
7941,CL0001,Regiones,Novelas,20,20,2024,2,8,58.1
7942,CL0100,Webpage,Academicos,1,1,2023,3,0,76.3
7943,CL0100,Webpage,CienciaFiccion,9,9,2023,6,6,57.6
7944,CL0091,Regiones,Novelas,27,27,2023,2,3,54.9
7945,CL0100,Webpage,CienciaFiccion,1,1,2023,6,1,62.8
7946,CL0033,Santiago,Academicos,69,69,2023,12,1,53.3
7947,CL0089,Santiago,Novelas,95,95,2023,11,5,50.3
7948,CL0100,Webpage,Novelas,1,1,2023,5,3,63.5
7949,CL0100,Webpage,Novelas,2,2,2023,12,2,61.5
7950,CL0005,Regiones,Novelas,71,71,2024,1,7,59.7
7951,CL0100,Webpage,CienciaFiccion,8,8,2023,12,5,69.5
7952,CL0100,Webpage,Academicos,9,9,2024,2,3,65.9
7953,CL0100,Webpage,CienciaFiccion,3,3,2023,10,5,60.1
7954,CL0033,Santiago,Novelas,24,24,2023,5,3,61.4
7955,CL0100,Webpage,Novelas,2,2,2023,4,1,68
7956,CL0100,Webpage,Academicos,1,1,2023,12,2,60.4
7957,CL0100,Webpage,Academicos,4,4,2024,1,3,75.4
7958,CL0100,Webpage,Academicos,2,2,2024,2,5,77.1
7959,CL0100,Webpage,Novelas,1,1,2023,12,5,65.4
7960,CL0100,Webpage,Novelas,1,1,2023,6,5,70
7961,CL0100,Webpage,Academicos,1,1,2023,6,4,59.1
7962,CL0100,Webpage,CienciaFiccion,3,3,2023,6,5,63.2
7963,CL0070,Regiones,Novelas,46,46,2023,8,3,48
7964,CL0060,Santiago,Novelas,56,56,2023,6,1,51.1
7965,CL0100,Webpage,Novelas,1,1,2023,3,0,54.5
7966,CL0033,Santiago,CienciaFiccion,10,10,2023,3,5,70.9
7967,CL0100,Webpage,Academicos,1,1,2024,1,4,75.3
7968,CL0100,Webpage,Novelas,1,1,2023,10,1,68.3
7969,CL0100,Webpage,Novelas,1,1,2023,10,3,68.3
7970,CL0005,Regiones,CienciaFiccion,34,34,2023,5,3,66.9
7971,CL0027,Santiago,CienciaFiccion,38,38,2023,5,9,56.7
7972,CL0008,Regiones,Novelas,79,79,2023,4,1,59
7973,CL0077,Regiones,Academicos,7,7,2024,2,10,73
7974,CL0100,Webpage,Novelas,1,1,2023,1,1,95.5
7975,CL0100,Webpage,Novelas,3,3,2023,11,2,71.3
7976,CL0099,Regiones,CienciaFiccion,83,83,2023,7,2,50.9
7977,CL0100,Webpage,Academicos,2,2,2023,5,3,53.6
7978,CL0100,Webpage,Novelas,1,1,2023,9,3,97.3
7979,CL0073,Santiago,Novelas,89,89,2023,4,1,49.7
7980,CL0100,Webpage,CienciaFiccion,3,3,2023,11,4,61.1
7981,CL0100,Webpage,Academicos,5,5,2023,10,3,71.7
7982,CL0091,Regiones,Academicos,53,51,2023,12,4,59.5
7983,CL0100,Webpage,Academicos,2,2,2024,2,3,75.6
7984,CL0070,Regiones,Academicos,61,61,2023,4,2,57.4
7985,CL0099,Regiones,CienciaFiccion,46,46,2023,6,6,55.3
7986,CL0100,Webpage,Academicos,1,1,2024,2,2,82.6
7987,CL0100,Webpage,CienciaFiccion,4,4,2023,10,2,60.8
7988,CL0033,Santiago,CienciaFiccion,72,72,2023,3,1,69.2
7989,CL0035,Santiago,Novelas,54,51,2024,3,4,70.8
7990,CL0099,Regiones,Novelas,8,8,2023,6,1,53.3
7991,CL0060,Santiago,Novelas,33,33,2024,1,5,59
7992,CL0093,Regiones,Academicos,14,14,2023,9,2,76.3
7993,CL0100,Webpage,Novelas,1,1,2023,12,10,63.7
7994,CL0100,Webpage,Academicos,1,1,2024,3,1,66
7995,CL0100,Webpage,CienciaFiccion,3,3,2023,6,5,86.9
7996,CL0031,Regiones,Academicos,57,57,2023,11,1,58.5
7997,CL0064,Santiago,Academicos,10,10,2023,11,0,75.4
7998,CL0124,Regiones,Academicos,79,79,2023,10,5,57.9
7999,CL0099,Regiones,Novelas,21,21,2024,1,6,62.1
8000,CL0033,Santiago,CienciaFiccion,19,19,2023,6,5,67.8
8001,CL0100,Webpage,CienciaFiccion,2,2,2024,2,3,69.9
8002,CL0017,Santiago,Novelas,36,36,2023,7,2,62.3
8003,CL0100,Webpage,Academicos,2,2,2023,6,5,70.3
8004,CL0092,Regiones,Academicos,32,31,2023,2,2,60.1
8005,CL0099,Regiones,Novelas,16,16,2023,7,1,60.7
8006,CL0100,Webpage,Academicos,1,1,2023,6,10,93.3
8007,CL0003,Regiones,Novelas,33,32,2024,2,7,42.6
8008,CL0008,Regiones,Academicos,46,42,2023,7,4,50.9
8009,CL0033,Santiago,Novelas,12,12,2023,4,1,70.5
8010,CL0009,Regiones,Novelas,50,50,2023,6,6,75.1
8011,CL0100,Webpage,Novelas,1,1,2023,3,0,73.4
8012,CL0100,Webpage,Novelas,3,3,2023,6,6,67.5
8013,CL0100,Webpage,Academicos,4,4,2023,5,3,65
8014,CL0033,Santiago,CienciaFiccion,62,62,2023,8,6,64.3
8015,CL0100,Webpage,Novelas,1,1,2023,10,2,63.3
8016,CL0100,Webpage,Novelas,1,1,2023,3,0,78.2
8017,CL0124,Regiones,Novelas,37,36,2023,6,3,61
8018,CL0127,Santiago,Novelas,1,1,2023,5,0,77.1
8019,CL0001,Regiones,Academicos,15,15,2023,6,5,70.9
8020,CL0100,Webpage,Academicos,1,1,2023,1,1,68.6
8021,CL0060,Santiago,Novelas,23,21,2024,2,6,50.9
8022,CL0100,Webpage,Novelas,1,1,2023,6,3,71.6
8023,CL0100,Webpage,CienciaFiccion,2,2,2023,3,0,59.3
8024,CL0100,Webpage,CienciaFiccion,4,4,2023,5,3,76.3
8025,CL0001,Regiones,Academicos,79,79,2023,10,3,60.2
8026,CL0100,Webpage,Novelas,3,3,2023,11,4,70.3
8027,CL0100,Webpage,Novelas,1,1,2023,10,1,66.4
8028,CL0033,Santiago,Novelas,12,12,2023,4,3,75.2
8029,CL0100,Webpage,CienciaFiccion,15,15,2023,10,2,69.7
8030,CL0100,Webpage,Novelas,2,2,2024,3,2,81.8
8031,CL0100,Webpage,CienciaFiccion,3,3,2023,5,2,81.7
8032,CL0100,Webpage,Novelas,1,1,2023,10,2,74.8
8033,CL0100,Webpage,Academicos,2,2,2023,3,1,66.5
8034,CL0075,Santiago,Academicos,24,24,2023,5,9,65.6
8035,CL0100,Webpage,CienciaFiccion,2,2,2023,12,5,67.1
8036,CL0070,Regiones,CienciaFiccion,16,16,2023,7,7,59.3
8037,CL0100,Webpage,CienciaFiccion,2,2,2023,2,0,83.8
8038,CL0100,Webpage,CienciaFiccion,3,3,2023,12,6,74.4
8039,CL0100,Webpage,Academicos,1,1,2023,10,1,85.1
8040,CL0099,Regiones,Academicos,57,57,2023,7,8,66.9
8041,CL0076,Regiones,Academicos,54,54,2024,1,9,59.5
8042,CL0033,Santiago,Novelas,83,83,2023,12,9,53.1
8043,CL0100,Webpage,Novelas,1,1,2024,2,1,61.2
8044,CL0100,Webpage,Academicos,2,2,2023,6,8,68.8
8045,CL0001,Regiones,Novelas,61,61,2023,6,4,54.2
8046,CL0100,Webpage,Novelas,1,1,2023,10,5,78.4
8047,CL0100,Webpage,CienciaFiccion,3,3,2023,5,2,75.2
8048,CL0077,Regiones,Novelas,12,12,2024,2,9,78
8049,CL0100,Webpage,Novelas,1,1,2023,2,2,80.9
8050,CL0100,Webpage,Novelas,1,1,2023,12,9,73.1
8051,CL0100,Webpage,CienciaFiccion,2,2,2023,10,1,63.6
8052,CL0005,Regiones,Novelas,51,49,2024,3,7,58.4
8053,CL0100,Webpage,Academicos,1,1,2023,6,8,78.7
8054,CL0017,Santiago,Academicos,15,15,2023,4,1,74.8
8055,CL0084,Regiones,Academicos,74,74,2023,7,2,59
8056,CL0031,Regiones,Novelas,26,26,2023,3,7,66.1
8057,CL0033,Santiago,CienciaFiccion,10,10,2023,3,5,59.6
8058,CL0100,Webpage,Academicos,2,2,2023,5,0,88.6
8059,CL0060,Santiago,Novelas,8,8,2023,10,5,68.9
8060,CL0100,Webpage,Novelas,1,1,2023,12,0,64.7
8061,CL0004,Regiones,Novelas,19,19,2023,4,1,64.9
8062,CL0033,Santiago,CienciaFiccion,34,34,2023,6,5,56.9
8063,CL0100,Webpage,Novelas,1,1,2023,10,3,86.4
8064,CL0095,Regiones,Novelas,48,43,2023,12,4,61.3
8065,CL0050,Regiones,Novelas,24,24,2024,2,2,98.5
8066,CL0100,Webpage,CienciaFiccion,12,12,2023,6,5,69.4
8067,CL0060,Santiago,Novelas,10,10,2024,3,5,58.6
8068,CL0100,Webpage,CienciaFiccion,1,1,2023,10,2,63.2
8069,CL0100,Webpage,CienciaFiccion,3,3,2023,12,1,57.8
8070,CL0100,Webpage,Academicos,2,2,2023,5,3,105.4
8071,CL0100,Webpage,Novelas,1,1,2023,12,0,84.6
8072,CL0100,Webpage,Novelas,1,1,2023,10,3,67.4
8073,CL0100,Webpage,CienciaFiccion,1,1,2023,1,1,72.5
8074,CL0100,Webpage,Academicos,1,1,2023,6,5,58.8
8075,CL0100,Webpage,Novelas,1,1,2023,5,2,74.3
8076,CL0100,Webpage,Novelas,1,1,2023,10,1,72.4
8077,CL0100,Webpage,Novelas,1,1,2023,2,0,85.9
8078,CL0100,Webpage,CienciaFiccion,2,2,2023,10,5,58.3
8079,CL0100,Webpage,Novelas,1,1,2024,1,2,51.5
8080,CL0100,Webpage,CienciaFiccion,2,2,2023,5,1,74.3
8081,CL0091,Regiones,Novelas,88,78,2024,1,7,53.2
8082,CL0100,Webpage,CienciaFiccion,2,2,2023,5,1,68.4
8083,CL0100,Webpage,Academicos,2,2,2023,10,3,61.4
8084,CL0001,Regiones,Novelas,45,45,2024,1,10,57.7
8085,CL0033,Santiago,Novelas,72,72,2023,3,2,66.2
8086,CL0076,Regiones,Novelas,53,53,2024,1,11,67.1
8087,CL0095,Regiones,Novelas,23,22,2023,9,2,72.3
8088,CL0100,Webpage,CienciaFiccion,3,3,2023,6,7,78.4
8089,CL0100,Webpage,Academicos,1,1,2023,10,3,71.7
8090,CL0070,Regiones,CienciaFiccion,20,20,2023,7,4,68
8091,CL0100,Webpage,CienciaFiccion,10,10,2023,11,4,66.3
8092,CL0100,Webpage,CienciaFiccion,2,2,2023,6,5,68.4
8093,CL0099,Regiones,Novelas,14,14,2023,10,2,61.9
8094,CL0127,Santiago,Novelas,2,2,2023,4,0,70.9
8095,CL0060,Santiago,Novelas,1,1,2023,10,5,84.5
8096,CL0033,Santiago,CienciaFiccion,48,48,2023,3,1,67.6
8097,CL0100,Webpage,Novelas,1,1,2023,12,2,76.3
8098,CL0100,Webpage,CienciaFiccion,8,8,2023,6,5,63.3
8099,CL0100,Webpage,Academicos,2,2,2023,6,8,62.2
8100,CL0100,Webpage,Novelas,1,1,2023,6,4,61.1
8101,CL0100,Webpage,CienciaFiccion,2,2,2024,2,2,59.2
8102,CL0033,Santiago,Novelas,24,24,2023,4,4,57.4
8103,CL0100,Webpage,Novelas,1,1,2023,11,5,82.3
8104,CL0033,Santiago,Novelas,15,15,2024,2,1,72.4
8105,CL0005,Regiones,Academicos,27,26,2023,9,3,69.1
8106,CL0070,Regiones,Academicos,9,9,2024,1,2,68.1
8107,CL0009,Regiones,Academicos,11,11,2023,5,3,56.9
8108,CL0012,Santiago,Academicos,48,48,2023,8,3,48.1
8109,CL0008,Regiones,Novelas,64,64,2023,4,7,62.1
8110,CL0100,Webpage,Novelas,1,1,2023,10,1,61.6
8111,CL0091,Regiones,Novelas,61,58,2023,10,13,58.6
8112,CL0100,Webpage,Novelas,1,1,2023,11,4,62.6
8113,CL0035,Santiago,CienciaFiccion,26,26,2023,1,3,50.7
8114,CL0033,Santiago,Novelas,24,24,2023,10,3,74.5
8115,CL0100,Webpage,Academicos,1,1,2023,10,5,66.9
8116,CL0100,Webpage,Novelas,1,1,2024,2,3,63.1
8117,CL0100,Webpage,Academicos,7,7,2023,12,4,71.6
8118,CL0100,Webpage,Novelas,1,1,2023,12,2,83.9
8119,CL0033,Santiago,Novelas,83,83,2023,3,3,46.1
8120,CL0100,Webpage,CienciaFiccion,2,2,2023,10,1,61.1
8121,CL0031,Regiones,Academicos,81,81,2023,3,7,65.1
8122,CL0033,Santiago,Novelas,38,38,2024,1,10,56.3
8123,CL0100,Webpage,CienciaFiccion,22,22,2023,12,6,83.2
8124,CL0077,Regiones,Academicos,57,57,2023,4,2,56.2
8125,CL0100,Webpage,Academicos,2,2,2023,2,0,87.7
8126,CL0047,Santiago,CienciaFiccion,51,51,2024,1,5,54.7
8127,CL0088,Regiones,Novelas,36,36,2024,3,6,62.6
8128,CL0099,Regiones,Novelas,82,82,2023,9,2,51.1
8129,CL0100,Webpage,Academicos,4,3,2023,6,3,99.5
8130,CL0033,Santiago,Novelas,52,52,2023,8,7,57.3
8131,CL0100,Webpage,Novelas,1,1,2023,12,7,56.8
8132,CL0100,Webpage,Novelas,1,1,2023,10,2,79.7
8133,CL0100,Webpage,CienciaFiccion,1,1,2023,10,3,72.9
8134,CL0072,Santiago,CienciaFiccion,72,72,2023,2,5,60.1
8135,CL0059,Regiones,Novelas,64,64,2023,11,2,69.6
8136,CL0088,Regiones,Novelas,91,91,2023,1,8,47.6
8137,CL0100,Webpage,Academicos,1,1,2023,6,0,69
8138,CL0052,Santiago,Novelas,29,29,2023,9,6,60.8
8139,CL0100,Webpage,Academicos,12,12,2023,11,5,57.3
8140,CL0095,Regiones,CienciaFiccion,39,39,2023,8,4,61.7
8141,CL0100,Webpage,Academicos,3,3,2023,6,8,60.4
8142,CL0017,Santiago,CienciaFiccion,15,15,2023,2,4,74.7
8143,CL0100,Webpage,CienciaFiccion,3,3,2023,11,4,74.3
8144,CL0100,Webpage,CienciaFiccion,2,2,2023,10,2,78.7
8145,CL0099,Regiones,Academicos,76,76,2023,3,5,58.9
8146,CL0100,Webpage,Novelas,1,1,2023,5,3,65.4
8147,CL0091,Regiones,Novelas,83,80,2023,5,10,62.3
8148,CL0100,Webpage,Novelas,1,1,2023,4,1,57.1
8149,CL0100,Webpage,CienciaFiccion,12,12,2023,6,3,73.8
8150,CL0100,Webpage,Academicos,3,3,2023,11,5,85
8151,CL0100,Webpage,CienciaFiccion,7,7,2023,3,1,71.4
8152,CL0124,Regiones,Academicos,12,11,2023,5,4,57.3
8153,CL0100,Webpage,CienciaFiccion,4,4,2023,6,6,68.3
8154,CL0100,Webpage,Novelas,1,1,2024,1,1,64.6
8155,CL0095,Regiones,Academicos,51,51,2023,10,6,62.1
8156,CL0100,Webpage,Academicos,7,7,2023,1,1,80.8
8157,CL0100,Webpage,CienciaFiccion,2,2,2023,6,6,82.3
8158,CL0100,Webpage,Novelas,1,1,2023,10,3,82.6
8159,CL0076,Regiones,Academicos,19,19,2023,2,5,83.4
8160,CL0124,Regiones,Novelas,23,23,2023,10,7,87
8161,CL0100,Webpage,CienciaFiccion,3,3,2023,2,1,78.6
8162,CL0100,Webpage,Novelas,1,1,2023,11,5,60.5
8163,CL0075,Santiago,Academicos,19,19,2023,8,4,79.7
8164,CL0100,Webpage,Academicos,1,1,2023,10,2,64.6
8165,CL0100,Webpage,Academicos,3,3,2024,1,1,78.8
8166,CL0033,Santiago,Novelas,48,48,2023,2,5,50.8
8167,CL0100,Webpage,CienciaFiccion,6,6,2023,11,3,69.9
8168,CL0100,Webpage,Novelas,1,1,2023,11,0,75.7
8169,CL0100,Webpage,CienciaFiccion,1,1,2023,6,3,78.7
8170,CL0100,Webpage,Novelas,1,1,2023,6,5,71.4
8171,CL0003,Regiones,Academicos,64,64,2023,3,3,58
8172,CL0100,Webpage,Novelas,1,1,2023,10,2,56.7
8173,CL0100,Webpage,Novelas,1,1,2023,10,2,60.4
8174,CL0100,Webpage,CienciaFiccion,2,2,2023,6,6,67.3
