puntos,precio,provincia,region_1,region_2,critico,variedad
89,36,California,Amador County,Sierra Foothills,Virginie Boone,Red Blend
90,36,Washington,Washington,Washington Other,Paul Gregutt,Syrah
91,36,California,Santa Maria Valley,Central Coast,Matt Kettmann,Chardonnay
93,36,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
91,36,California,Santa Clara Valley,Central Coast,Matt Kettmann,Petit Verdot
91,36,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
88,36,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Chardonnay
92,36,California,California,California Other,Jim Gordon,Syrah
91,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
91,36,Oregon,Oregon,Oregon Other,Paul Gregutt,Pinot Noir
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
89,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
85,36,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
91,36,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
91,36,California,Livermore Valley,Central Coast,Jim Gordon,Rhône-style Red Blend
90,36,California,Dry Creek Valley,Sonoma,Virginie Boone,Petit Verdot
91,36,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Cabernet Franc
87,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Pinot Noir
92,36,California,Solano County,North Coast,Jim Gordon,Red Blend
87,36,California,Santa Clara Valley,Central Coast,Matt Kettmann,Pinot Noir
85,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
85,36,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,Malbec
91,36,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,Zinfandel
85,36,Washington,Washington,Washington Other,Paul Gregutt,Meritage
91,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,California,Paso Robles,Central Coast,Matt Kettmann,Zinfandel
87,36,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Cinsault
90,36,California,El Dorado,Sierra Foothills,Jim Gordon,Zinfandel
87,36,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Pinot Noir
88,36,California,Paso Robles,Central Coast,Matt Kettmann,Syrah
93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
92,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Pinot Noir
89,36,Washington,Washington,Washington Other,Paul Gregutt,Syrah
90,36,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
90,36,California,Napa Valley,Napa,Virginie Boone,Syrah
90,36,California,Sonoma Valley,Sonoma,Virginie Boone,White Blend
91,36,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Syrah
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
88,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Syrah
90,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
91,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
92,36,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
88,36,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
92,36,California,Paso Robles,Central Coast,Matt Kettmann,Zinfandel
88,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Syrah
90,36,California,Paso Robles,Central Coast,Matt Kettmann,Port
92,36,California,California,California Other,Jim Gordon,Syrah
87,36,California,California,California Other,Jim Gordon,Rhône-style Red Blend
89,36,California,Oak Knoll District,Napa,Virginie Boone,Chardonnay
89,36,California,Russian River Valley,Sonoma,Virginie Boone,Viognier
91,36,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Malbec
90,36,California,Calaveras County,Sierra Foothills,Jim Gordon,Syrah
90,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
91,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
91,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Pinot Noir
91,36,California,San Luis Obispo County,Central Coast,Matt Kettmann,Pinot Noir
91,36,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Syrah
91,36,California,Solano County,North Coast,Jim Gordon,Cabernet Franc
92,36,California,Dry Creek Valley,Sonoma,Virginie Boone,Rhône-style Red Blend
91,36,California,Paso Robles,Central Coast,Matt Kettmann,Zinfandel
86,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Viognier
87,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
93,36,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
88,36,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
87,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Chardonnay
91,36,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Merlot
91,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Franc
86,36,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Malbec
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
88,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Red Blend
87,36,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
87,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Sangiovese
87,36,California,Napa Valley,Napa,Virginie Boone,Sparkling Blend
90,36,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,Tempranillo
90,36,California,California,California Other,Jim Gordon,Rhône-style Red Blend
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
88,36,California,Alexander Valley,Sonoma,Virginie Boone,Zinfandel
93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Viognier
91,36,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
88,36,California,Carneros-Napa Valley,Napa,Virginie Boone,Red Blend
91,36,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Malbec
88,36,California,Sonoma Mountain,Sonoma,Virginie Boone,Chardonnay
86,36,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,California,San Benito County,Central Coast,Matt Kettmann,Grenache Noir
87,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
92,36,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Syrah
86,36,California,Carneros,Napa-Sonoma,Virginie Boone,Pinot Noir
88,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
88,36,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
92,36,California,Santa Ynez Valley,Central Coast,Matt Kettmann,G-S-M
92,36,California,Madera,Central Valley,Jim Gordon,Mourvèdre
86,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Red Blend
90,36,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
87,36,California,Paso Robles,Central Coast,Matt Kettmann,Merlot
91,36,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
89,36,California,Dry Creek Valley,Sonoma,Virginie Boone,Rhône-style Red Blend
86,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
92,36,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,Sauvignon Blanc
92,36,California,Russian River Valley,Sonoma,Virginie Boone,Syrah
87,36,California,California,California Other,Jim Gordon,Sparkling Blend
90,36,California,Central Coast,Central Coast,Matt Kettmann,Chardonnay
92,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Rhône-style Red Blend
86,36,Washington,Washington,Washington Other,Paul Gregutt,Syrah
92,36,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Merlot
89,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
94,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
90,36,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Rhône-style Red Blend
90,36,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
87,36,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Franc
93,36,California,El Dorado County,Sierra Foothills,Virginie Boone,Zinfandel
94,36,California,California,California Other,Virginie Boone,Syrah-Petite Sirah
83,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
85,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
90,36,California,El Dorado,Sierra Foothills,Jim Gordon,Zinfandel
89,36,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Merlot
93,36,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
90,36,California,Sonoma County,Sonoma,Virginie Boone,Pinot Noir
90,36,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Malbec
88,36,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Rhône-style Red Blend
85,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Red Blend
87,36,California,California,California Other,Jim Gordon,Rhône-style Red Blend
86,36,California,Marin County,North Coast,Jim Gordon,Pinot Noir
90,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Pinot Noir
92,36,California,Santa Maria Valley,Central Coast,Matt Kettmann,Pinot Noir
91,36,California,Amador County,Sierra Foothills,Virginie Boone,Zinfandel
90,36,California,California,California Other,Matt Kettmann,Rhône-style Red Blend
88,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
80,36,California,Napa Valley,Napa,Virginie Boone,Syrah-Cabernet Sauvignon
89,36,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,36,California,Russian River Valley,Sonoma,Jim Gordon,Pinot Noir
88,36,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Chardonnay
88,36,California,Livermore Valley,Central Coast,Jim Gordon,Rhône-style Red Blend
92,36,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,Pinot Noir
88,36,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
89,36,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Chardonnay
93,36,California,Edna Valley,Central Coast,Matt Kettmann,Grenache
88,36,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,Pinot Noir
91,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
88,36,California,Mount Veeder,Napa,Virginie Boone,Chardonnay
89,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
92,36,California,Santa Barbara County,Central Coast,Matt Kettmann,Chardonnay
90,36,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
93,36,California,Ballard Canyon,Central Coast,Matt Kettmann,Rhône-style Red Blend
93,36,California,St. Helena,Napa,Virginie Boone,Rosé
92,36,California,Calaveras County,Sierra Foothills,Virginie Boone,Grenache-Syrah
92,36,California,Calaveras County,Sierra Foothills,Virginie Boone,Syrah-Viognier
94,36,California,Bennett Valley,Sonoma,Virginie Boone,Syrah
90,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
92,36,California,El Dorado,Sierra Foothills,Jim Gordon,Rhône-style Red Blend
91,36,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Chardonnay
89,36,California,Sierra Foothills,Sierra Foothills,Jim Gordon,G-S-M
90,36,California,Russian River Valley,Sonoma,Virginie Boone,Zinfandel
88,36,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Red Blend
90,36,California,Napa Valley,Napa,Virginie Boone,G-S-M
87,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
88,36,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,Tempranillo
88,36,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
90,36,California,Amador County,Sierra Foothills,Jim Gordon,Barbera
87,36,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,Semillon-Sauvignon Blanc
89,36,California,Dry Creek Valley,Sonoma,Virginie Boone,Syrah
91,36,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
91,36,California,Livermore Valley,Central Coast,Jim Gordon,Merlot
91,36,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
92,36,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Zinfandel
90,36,California,Napa Valley,Napa,Virginie Boone,White Blend
90,36,California,El Dorado,Sierra Foothills,Jim Gordon,Cabernet Sauvignon
93,36,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Pinot Noir
90,36,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,36,California,Russian River Valley,Sonoma,Virginie Boone,Syrah
91,36,California,Alexander Valley,Sonoma,Virginie Boone,Chardonnay
91,35,California,Monterey,Central Coast,Matt Kettmann,Rhône-style Red Blend
91,35,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
91,35,California,Edna Valley,Central Coast,Matt Kettmann,Marsanne
91,35,California,Edna Valley,Central Coast,Matt Kettmann,Grenache
91,35,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Syrah
93,35,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
90,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
91,35,California,Santa Barbara County,Central Coast,Matt Kettmann,Red Blend
90,35,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,Chardonnay
90,35,California,Edna Valley,Central Coast,Matt Kettmann,Chardonnay
94,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
90,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Cabernet Franc
87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
90,35,California,Sta. Rita Hills,Central Coast,Virginie Boone,Syrah
86,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
93,35,California,St. Helena,Napa,Virginie Boone,Sauvignon Blanc
88,35,California,Oakville,Napa,Virginie Boone,Chardonnay
92,35,Washington,Washington,Washington Other,Sean P. Sullivan,Chardonnay
90,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Sauvignon Blanc
89,35,California,Paso Robles,Central Coast,Matt Kettmann,Syrah
88,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
88,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Cabernet Franc
88,35,California,Napa Valley,Napa,Virginie Boone,Red Blend
89,35,California,Paso Robles,Central Coast,Matt Kettmann,Petite Sirah
89,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
89,35,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Marsanne-Viognier
90,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Malbec
86,35,California,Calistoga,Napa,Virginie Boone,Merlot
88,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Grenache
86,35,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,Pinot Noir
88,35,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
86,35,California,Placer County,Sierra Foothills,Jim Gordon,Sangiovese
86,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Pinot Noir
87,35,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
86,35,California,Napa Valley,Napa,Virginie Boone,Merlot
90,35,California,Santa Barbara County,Central Coast,Matt Kettmann,Red Blend
86,35,California,Napa Valley,Napa,Virginie Boone,Merlot
90,35,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
90,35,California,El Dorado,Sierra Foothills,Jim Gordon,Red Blend
92,35,California,Santa Clara Valley,Central Coast,Matt Kettmann,Nebbiolo
87,35,California,Sonoma Valley,Sonoma,Virginie Boone,Malbec
90,35,California,Sta. Rita Hills,Central Coast,Virginie Boone,Syrah
88,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
88,35,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
88,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Merlot
88,35,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Merlot
91,35,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
91,35,California,Napa Valley,Napa,Virginie Boone,Chardonnay
87,35,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Franc
87,35,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Syrah
91,35,California,Napa Valley,Napa,Virginie Boone,Zinfandel
92,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Rhône-style Red Blend
92,35,California,Monterey County,Central Coast,Matt Kettmann,Rhône-style Red Blend
92,35,California,Napa Valley,Napa,Virginie Boone,Merlot
91,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Syrah
92,35,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
88,35,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
88,35,California,San Luis Obispo,Central Coast,Matt Kettmann,Pinot Grigio
88,35,Oregon,Umpqua Valley,Southern Oregon,Joe Czerwinski,Pinot Noir
89,35,California,Fair Play,Sierra Foothills,Jim Gordon,Red Blend
93,35,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
82,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,35,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
89,35,California,Marin County,North Coast,Virginie Boone,Pinot Noir
89,35,California,Santa Barbara County,Central Coast,Matt Kettmann,Cabernet Franc
93,35,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
93,35,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
90,35,California,Amador County,Sierra Foothills,Jim Gordon,Zinfandel
89,35,California,Livermore Valley,Central Coast,Virginie Boone,Merlot
88,35,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
91,35,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
92,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Gewürztraminer
90,35,California,Calistoga,Napa,Virginie Boone,Zinfandel
92,35,California,Napa Valley,Napa,Virginie Boone,Zinfandel
92,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
85,35,California,Paso Robles,Central Coast,Matt Kettmann,Petite Sirah
88,35,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
89,35,California,Livermore Valley,Central Coast,Virginie Boone,Petite Sirah
89,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Syrah
93,35,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,Zinfandel
89,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
91,35,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
92,35,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Syrah
86,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
90,35,California,Adelaida District,Central Coast,Matt Kettmann,Rhône-style White Blend
93,35,California,Dry Creek Valley,Sonoma,Virginie Boone,Syrah
95,35,California,Spring Mountain District,Napa,Virginie Boone,Riesling
90,35,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Red Blend
89,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Red Blend
88,35,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Petit Verdot
87,35,California,Carneros,Napa-Sonoma,Joe Czerwinski,Pinot Noir
87,35,Washington,Washington,Washington Other,Sean P. Sullivan,Red Blend
87,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Malbec
87,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Mourvèdre
93,35,California,Santa Barbara County,Central Coast,Matt Kettmann,Chardonnay
86,35,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Cabernet Sauvignon
91,35,California,Sonoma Valley,Sonoma,Virginie Boone,Rhône-style Red Blend
91,35,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,35,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
92,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Cabernet Franc
91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Barbera
88,35,Washington,Snipes Mountain,Columbia Valley,Sean P. Sullivan,Grenache
88,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Malbec
92,35,California,Paso Robles,Central Coast,Matt Kettmann,Petite Sirah
85,35,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,Red Blend
90,35,California,Howell Mountain,Napa,Virginie Boone,Cabernet Sauvignon
87,35,Washington,Naches Heights,Columbia Valley,Sean P. Sullivan,Sangiovese
90,35,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Tannat
83,35,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Carmenère
91,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Rhône-style Red Blend
90,35,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,35,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Chardonnay
91,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
90,35,Washington,Washington,Washington Other,Paul Gregutt,Syrah
88,35,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Malbec
93,35,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Syrah
88,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
88,35,California,Adelaida District,Central Coast,Matt Kettmann,Viognier
91,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Malbec
91,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
91,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
91,35,California,Sierra Foothills,Sierra Foothills,Virginie Boone,Syrah
91,35,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Merlot
90,35,California,Amador County,Sierra Foothills,Jim Gordon,Red Blend
91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Viognier
89,35,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Syrah
89,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
93,35,California,Russian River Valley,Sonoma,Virginie Boone,Albariño
93,35,California,Contra Costa County,Central Coast,Jim Gordon,Zinfandel
93,35,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
90,35,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
90,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Franc
93,35,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
91,35,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
88,35,California,Moon Mountain District Sonoma County,Sonoma,Virginie Boone,Zinfandel
88,35,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Malbec
93,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Chardonnay
89,35,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Tempranillo
89,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
94,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Red Blend
89,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
88,35,California,Coombsville,Napa,Virginie Boone,Cabernet Sauvignon
89,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
88,35,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
88,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Malbec
90,35,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
88,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
87,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Merlot
88,35,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Cabernet Franc
90,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Grenache
92,35,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Syrah
88,35,California,Sierra Foothills,Sierra Foothills,Virginie Boone,Syrah
88,35,California,St. Helena,Napa,Virginie Boone,Chenin Blanc
92,35,Oregon,Oregon,Oregon Other,Michael Schachner,Pinot Noir
91,35,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,Rosé
90,35,California,Temecula Valley,South Coast,Matt Kettmann,Chardonnay
90,35,California,Russian River Valley,Sonoma,Virginie Boone,Viognier
91,35,California,Alexander Valley,Sonoma,Virginie Boone,Bordeaux-style Red Blend
90,35,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
90,35,California,Temecula Valley,South Coast,Matt Kettmann,Grenache
90,35,California,Napa Valley,Napa,Virginie Boone,Bordeaux-style Red Blend
93,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Chardonnay
89,35,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,Syrah
90,35,Oregon,Umpqua Valley,Southern Oregon,Sean P. Sullivan,Tempranillo
90,35,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Chardonnay
88,35,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,35,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
91,35,California,Humboldt County,North Coast,Jim Gordon,Pinot Noir
92,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Syrah
86,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
86,35,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
88,35,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
92,35,California,Green Valley,Sonoma,Virginie Boone,Chardonnay
