region,edad,estado_civil,ingreso_mensual,fact_exp
Región de Valparaíso,47,Casado(a),420000,112
Región Metropolitana de Santiago,56,Casado(a),360000,186
Región del Libertador Gral. Bernardo O'Higgins,30,Soltero(a),80000,144
Región de Tarapacá,48,Separado(a),340000,47
Región Metropolitana de Santiago,33,Casado(a),3200000,325
Región del Maule,41,Casado(a),450000,112
Región de Coquimbo,36,Casado(a),650000,72
Región de Los Ríos,55,Conviviente o pareja sin acuerdo de unión civil,630000,34
Región de Valparaíso,36,Casado(a),2500000,174
Región de Los Ríos,32,Soltero(a),1400000,53
Región del Maule,32,Casado(a),350000,32
Región del Biobío,59,Soltero(a),301000,25
Región del Biobío,29,Soltero(a),944000,26
Región de Atacama,38,Separado(a),220000,46
Región de La Araucanía,50,Separado(a),380000,23
Región de Ñuble,62,Casado(a),325000,66
Región del Maule,43,Conviviente o pareja sin acuerdo de unión civil,320000,97
Región Metropolitana de Santiago,37,Casado(a),3500000,139
Región del Biobío,52,Conviviente o pareja sin acuerdo de unión civil,310000,250
Región de Los Lagos,45,Soltero(a),1200000,91
Región del Maule,44,Soltero(a),380000,122
Región de Arica y Parinacota,45,Soltero(a),169999,26
Región del Biobío,36,Casado(a),3200000,117
Región de Magallanes y de la Antártica Chilena,51,Casado(a),370000,25
Región del Maule,28,Conviviente o pareja sin acuerdo de unión civil,250000,102
Región del Biobío,28,Soltero(a),320000,89
Región del Biobío,26,Conviviente o pareja sin acuerdo de unión civil,380000,84
Región del Maule,39,Casado(a),180000,67
Región de Los Lagos,45,Conviviente o pareja sin acuerdo de unión civil,720000,91
Región del Biobío,50,Casado(a),322000,59
Región del Maule,47,Casado(a),1200000,87
Región de Los Lagos,21,Soltero(a),326500,661
Región de Los Ríos,29,Soltero(a),350000,66
Región de Magallanes y de la Antártica Chilena,27,Conviviente o pareja sin acuerdo de unión civil,2400000,35
Región de Tarapacá,36,Soltero(a),450000,31
Región Metropolitana de Santiago,52,Separado(a),650000,144
Región de Los Ríos,60,Casado(a),340000,87
Región de Arica y Parinacota,59,Casado(a),250000,38
Región de Magallanes y de la Antártica Chilena,53,Casado(a),1400000,35
Región de Los Ríos,51,Soltero(a),671000,44
Región de La Araucanía,58,Casado(a),320000,54
Región del Maule,40,Casado(a),350000,72
Región del Maule,35,Casado(a),360000,61
Región de Los Ríos,52,Casado(a),395000,55
Región de Arica y Parinacota,44,Conviviente o pareja sin acuerdo de unión civil,320000,64
Región de Los Lagos,20,Soltero(a),130000,100
Región de Tarapacá,40,Divorciado (a),1300000,43
Región del Biobío,23,Soltero(a),350000,26
Región Metropolitana de Santiago,60,Separado(a),360000,351
Región de Los Lagos,44,Conviviente o pareja sin acuerdo de unión civil,320000,287
Región Metropolitana de Santiago,48,Casado(a),750000,142
Región de Valparaíso,32,Soltero(a),690000,35
Región de Ñuble,21,Soltero(a),80000,71
Región de Magallanes y de la Antártica Chilena,27,Soltero(a),450000,28
Región de La Araucanía,54,Separado(a),450000,96
Región de Los Lagos,20,Soltero(a),190000,34
Región del Biobío,39,Conviviente o pareja sin acuerdo de unión civil,320000,192
Región de Tarapacá,32,Conviviente o pareja sin acuerdo de unión civil,350000,32
Región de Los Lagos,60,Separado(a),350000,83
Región de La Araucanía,39,Soltero(a),310000,83
Región del Libertador Gral. Bernardo O'Higgins,37,Casado(a),350000,63
Región de Valparaíso,32,Soltero(a),310000,105
Región de Arica y Parinacota,38,Conviviente o pareja sin acuerdo de unión civil,780000,32
Región Metropolitana de Santiago,52,Conviviente o pareja sin acuerdo de unión civil,350000,143
Región de Arica y Parinacota,30,Soltero(a),350000,29
Región de Tarapacá,44,Separado(a),330000,39
Región del Biobío,35,Conviviente o pareja sin acuerdo de unión civil,320000,163
Región Metropolitana de Santiago,37,Casado(a),180000,84
Región de Antofagasta,62,Casado(a),250000,80
Región de Coquimbo,61,Casado(a),390000,150
Región de Atacama,63,Conviviente o pareja sin acuerdo de unión civil,560000,34
Región del Biobío,53,Conviviente o pareja sin acuerdo de unión civil,320000,91
Región de Coquimbo,29,Conviviente o pareja sin acuerdo de unión civil,640000,17
Región del Biobío,61,Casado(a),1600000,119
Región Metropolitana de Santiago,46,Casado(a),2500000,180
Región del Maule,40,Soltero(a),320000,26
Región del Biobío,29,Casado(a),250000,97
Región del Libertador Gral. Bernardo O'Higgins,37,Viudo(a),380000,55
Región de Tarapacá,30,Soltero(a),320000,35
Región del Biobío,45,Casado(a),1500000,243
Región de Coquimbo,52,Casado(a),350000,125
Región de Coquimbo,28,Soltero(a),210000,86
Región de Valparaíso,39,Conviviente o pareja sin acuerdo de unión civil,315000,131
Región de Atacama,23,Soltero(a),250000,29
Región del Libertador Gral. Bernardo O'Higgins,32,Soltero(a),180000,47
Región de Magallanes y de la Antártica Chilena,59,Soltero(a),180000,46
Región de Los Lagos,44,Casado(a),550000,72
Región de Tarapacá,67,Separado(a),326500,35
Región del Biobío,34,Soltero(a),750000,66
Región de Valparaíso,36,Soltero(a),440000,194
Región de La Araucanía,31,Casado(a),690000,123
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Soltero(a),780000,44
Región de Arica y Parinacota,46,Soltero(a),250000,47
Región del Libertador Gral. Bernardo O'Higgins,38,Divorciado (a),320000,85
Región de Coquimbo,43,Soltero(a),320000,103
Región del Maule,63,Viudo(a),324000,87
Región del Maule,34,Casado(a),915000,195
Región de La Araucanía,55,Soltero(a),130000,47
Región de Los Lagos,46,Casado(a),930000,44
Región del Biobío,71,Viudo(a),30000,140
Región de Coquimbo,35,Casado(a),301000,61
Región del Maule,45,Conviviente o pareja sin acuerdo de unión civil,510000,60
Región de Antofagasta,41,Casado(a),1100000,148
Región de Coquimbo,56,Casado(a),298000,17
Región de Magallanes y de la Antártica Chilena,25,Soltero(a),1400000,56
Región de Valparaíso,62,Divorciado (a),320000,103
Región de Aysén del Gral. Carlos Ibáñez del Campo,39,Divorciado (a),3600000,20
Región del Biobío,50,Separado(a),120000,91
Región de Coquimbo,41,Casado(a),650000,57
Región de Atacama,19,Soltero(a),320000,35
Región de Valparaíso,32,Soltero(a),70000,111
Región de Tarapacá,32,Conviviente o pareja sin acuerdo de unión civil,1200000,43
Región de Antofagasta,62,Casado(a),670000,113
Región de Tarapacá,43,Casado(a),1200000,106
Región de Los Lagos,35,Soltero(a),1200000,84
Región del Maule,57,Casado(a),320000,77
Región de Valparaíso,54,Soltero(a),270000,70
Región de Tarapacá,60,Casado(a),310000,47
Región de Valparaíso,27,Conviviente o pareja sin acuerdo de unión civil,325000,84
Región de Los Lagos,41,Casado(a),320000,85
Región del Biobío,54,Casado(a),460000,60
Región de Coquimbo,41,Casado(a),650000,44
Región de Aysén del Gral. Carlos Ibáñez del Campo,34,Conviviente o pareja sin acuerdo de unión civil,1400000,25
Región de La Araucanía,41,Casado(a),350000,507
Región de Tarapacá,24,Soltero(a),330000,40
Región del Libertador Gral. Bernardo O'Higgins,49,Casado(a),90000,93
Región Metropolitana de Santiago,54,Conviviente o pareja sin acuerdo de unión civil,350000,94
Región Metropolitana de Santiago,24,Soltero(a),326000,207
Región Metropolitana de Santiago,33,Conviviente o pareja sin acuerdo de unión civil,750000,229
Región del Libertador Gral. Bernardo O'Higgins,42,Casado(a),545000,54
Región de Arica y Parinacota,25,Conviviente o pareja sin acuerdo de unión civil,240000,28
Región de Tarapacá,49,Casado(a),530000,36
Región del Biobío,52,Separado(a),240000,99
Región Metropolitana de Santiago,54,Soltero(a),1800000,238
Región del Libertador Gral. Bernardo O'Higgins,30,Soltero(a),1200000,20
Región de Antofagasta,36,Conviviente o pareja sin acuerdo de unión civil,808698,56
Región del Maule,37,Conviviente o pareja sin acuerdo de unión civil,250000,68
Región Metropolitana de Santiago,42,Divorciado (a),3600000,134
Región de Valparaíso,62,Viudo(a),350000,9
Región de Antofagasta,39,Casado(a),948000,100
Región de Valparaíso,58,Casado(a),342000,36
Región de Arica y Parinacota,40,Casado(a),1400000,66
Región de Valparaíso,42,Soltero(a),280000,101
Región de Valparaíso,62,Conviviente o pareja sin acuerdo de unión civil,120000,194
Región Metropolitana de Santiago,33,Soltero(a),280000,111
Región de Valparaíso,25,Soltero(a),670000,86
Región del Libertador Gral. Bernardo O'Higgins,45,Conviviente o pareja sin acuerdo de unión civil,250000,31
Región del Maule,53,Casado(a),350000,80
Región del Maule,54,Separado(a),470000,61
Región de Magallanes y de la Antártica Chilena,62,Separado(a),2100000,31
Región de Valparaíso,59,Casado(a),650000,139
Región Metropolitana de Santiago,59,Casado(a),450000,213
Región del Maule,26,Conviviente o pareja sin acuerdo de unión civil,625000,74
Región de Valparaíso,38,Soltero(a),1700000,224
Región del Libertador Gral. Bernardo O'Higgins,57,Casado(a),3800000,66
Región Metropolitana de Santiago,26,Separado(a),350000,306
Región de Antofagasta,69,Casado(a),1500000,135
Región de Arica y Parinacota,36,Casado(a),540000,28
Región Metropolitana de Santiago,23,Soltero(a),250000,236
Región Metropolitana de Santiago,49,Casado(a),1300000,103
Región de Tarapacá,53,Conviviente o pareja sin acuerdo de unión civil,650000,30
Región del Libertador Gral. Bernardo O'Higgins,30,Soltero(a),470000,68
Región del Libertador Gral. Bernardo O'Higgins,35,Soltero(a),1350000,85
Región del Maule,42,Soltero(a),130000,87
Región de Los Lagos,32,Conviviente civil (con acuerdo de unión civil),1870000,72
Región del Biobío,26,Soltero(a),330000,75
Región Metropolitana de Santiago,44,Conviviente o pareja sin acuerdo de unión civil,450000,300
Región de La Araucanía,22,Soltero(a),213000,97
Región de Arica y Parinacota,48,Separado(a),150000,44
Región de Ñuble,46,Soltero(a),350000,18
Región de Ñuble,34,Soltero(a),1500000,82
Región Metropolitana de Santiago,25,Soltero(a),340000,142
Región Metropolitana de Santiago,25,Soltero(a),320000,283
Región de Los Lagos,32,Conviviente o pareja sin acuerdo de unión civil,160000,55
Región de Valparaíso,22,Soltero(a),320000,110
Región de Coquimbo,25,Soltero(a),270000,111
Región de La Araucanía,57,Casado(a),320000,65
Región de Los Lagos,34,Soltero(a),320000,46
Región Metropolitana de Santiago,68,Separado(a),320000,155
Región Metropolitana de Santiago,62,Casado(a),420000,118
Región de Aysén del Gral. Carlos Ibáñez del Campo,70,Casado(a),235000,28
Región de Valparaíso,38,Conviviente o pareja sin acuerdo de unión civil,510000,240
Región Metropolitana de Santiago,25,Soltero(a),1400000,235
Región de Ñuble,41,Soltero(a),320000,13
Región del Libertador Gral. Bernardo O'Higgins,39,Conviviente o pareja sin acuerdo de unión civil,550000,91
Región del Biobío,42,Separado(a),320000,89
Región del Libertador Gral. Bernardo O'Higgins,27,Soltero(a),526000,128
Región del Libertador Gral. Bernardo O'Higgins,55,Soltero(a),460000,144
Región de Valparaíso,67,Casado(a),444000,27
Región del Libertador Gral. Bernardo O'Higgins,33,Conviviente o pareja sin acuerdo de unión civil,460000,91
Región de Tarapacá,54,Soltero(a),1500000,18
Región de Arica y Parinacota,44,Separado(a),360000,17
Región de Valparaíso,59,Casado(a),1900000,81
Región de Atacama,45,Divorciado (a),2800000,55
Región del Libertador Gral. Bernardo O'Higgins,26,Soltero(a),240000,68
Región de Tarapacá,38,Conviviente o pareja sin acuerdo de unión civil,580000,39
Región del Maule,52,Soltero(a),320000,62
Región del Maule,29,Soltero(a),40000,72
Región del Biobío,46,Separado(a),320000,106
Región de Valparaíso,67,Casado(a),480000,29
Región del Biobío,29,Soltero(a),325000,101
Región del Biobío,57,Casado(a),604000,81
Región de Tarapacá,47,Casado(a),554000,33
Región Metropolitana de Santiago,37,Conviviente o pareja sin acuerdo de unión civil,1500000,59
Región de Arica y Parinacota,49,Soltero(a),301000,30
Región del Biobío,50,Soltero(a),240000,134
Región de Aysén del Gral. Carlos Ibáñez del Campo,39,Separado(a),1200000,15
Región del Biobío,29,Conviviente o pareja sin acuerdo de unión civil,645000,85
Región Metropolitana de Santiago,27,Soltero(a),550000,225
Región del Biobío,51,Casado(a),390000,48
Región del Biobío,60,Soltero(a),320000,72
Región Metropolitana de Santiago,42,Conviviente o pareja sin acuerdo de unión civil,2900000,181
Región de Coquimbo,42,Soltero(a),60000,92
Región de Antofagasta,23,Soltero(a),120000,78
Región Metropolitana de Santiago,48,Soltero(a),550000,199
Región de Los Ríos,40,Separado(a),1700000,131
Región Metropolitana de Santiago,44,Soltero(a),340000,95
Región Metropolitana de Santiago,48,Casado(a),920000,190
Región del Biobío,39,Soltero(a),350000,94
Región del Maule,54,Casado(a),320000,83
Región del Maule,35,Soltero(a),150000,89
Región de Tarapacá,25,Conviviente o pareja sin acuerdo de unión civil,1100000,106
Región de Ñuble,62,Casado(a),250000,61
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Casado(a),227000,22
Región de La Araucanía,29,Soltero(a),320000,48
Región Metropolitana de Santiago,56,Casado(a),650000,171
Región de Los Lagos,51,Separado(a),410000,73
Región de Magallanes y de la Antártica Chilena,40,Soltero(a),230000,30
Región del Maule,60,Casado(a),320000,63
Región de Arica y Parinacota,63,Casado(a),350000,26
Región Metropolitana de Santiago,68,Casado(a),365000,77
Región de La Araucanía,51,Separado(a),320000,48
Región del Libertador Gral. Bernardo O'Higgins,47,Casado(a),650000,80
Región del Libertador Gral. Bernardo O'Higgins,61,Separado(a),350000,64
Región de Antofagasta,27,Conviviente o pareja sin acuerdo de unión civil,180000,81
Región del Maule,49,Casado(a),380000,32
Región de Arica y Parinacota,56,Casado(a),350000,36
Región del Biobío,48,Casado(a),250000,106
Región de Atacama,42,Casado(a),1400000,47
Región de Antofagasta,39,Conviviente o pareja sin acuerdo de unión civil,150000,94
Región de Atacama,54,Soltero(a),448000,32
Región de Ñuble,35,Divorciado (a),790000,105
Región de Tarapacá,35,Casado(a),320000,53
Región de Los Ríos,62,Casado(a),410000,48
Región Metropolitana de Santiago,55,Soltero(a),180000,645
Región del Maule,41,Casado(a),310000,67
Región de Coquimbo,43,Soltero(a),380000,150
Región del Maule,41,Separado(a),350000,64
Región de La Araucanía,51,Divorciado (a),250000,79
Región de Atacama,69,Conviviente o pareja sin acuerdo de unión civil,1300000,38
Región del Libertador Gral. Bernardo O'Higgins,46,Casado(a),850000,74
Región Metropolitana de Santiago,50,Casado(a),460000,481
Región del Biobío,51,Soltero(a),340000,109
Región de La Araucanía,58,Soltero(a),385000,90
Región de Aysén del Gral. Carlos Ibáñez del Campo,40,Casado(a),1400000,16
Región de Aysén del Gral. Carlos Ibáñez del Campo,41,Separado(a),850000,17
Región de Coquimbo,29,Soltero(a),270000,83
Región Metropolitana de Santiago,40,Soltero(a),1050000,250
Región del Libertador Gral. Bernardo O'Higgins,52,Soltero(a),315000,78
Región de Valparaíso,30,Soltero(a),360000,116
Región de La Araucanía,50,Divorciado (a),350000,135
Región de Coquimbo,59,Conviviente o pareja sin acuerdo de unión civil,130000,189
Región de Los Lagos,53,Soltero(a),50000,87
Región del Biobío,30,Soltero(a),945000,564
Región Metropolitana de Santiago,51,Separado(a),1600000,67
Región de Magallanes y de la Antártica Chilena,50,Casado(a),550000,35
Región del Libertador Gral. Bernardo O'Higgins,58,Divorciado (a),1500000,96
Región del Libertador Gral. Bernardo O'Higgins,23,Conviviente o pareja sin acuerdo de unión civil,450000,47
Región de Los Ríos,59,Soltero(a),275000,34
Región de Antofagasta,41,Casado(a),1500000,202
Región Metropolitana de Santiago,57,Soltero(a),859000,135
Región del Biobío,52,Soltero(a),370000,70
Región de Atacama,31,Conviviente o pareja sin acuerdo de unión civil,730000,34
Región de Ñuble,48,Casado(a),380000,112
Región de Tarapacá,21,Soltero(a),240000,30
Región de Los Ríos,32,Casado(a),1600000,51
Región de Coquimbo,35,Separado(a),180000,85
Región de Valparaíso,35,Conviviente o pareja sin acuerdo de unión civil,280000,31
Región de Magallanes y de la Antártica Chilena,61,Casado(a),2700000,36
Región de Aysén del Gral. Carlos Ibáñez del Campo,34,Soltero(a),1400000,20
Región de Antofagasta,38,Casado(a),1100000,87
Región del Maule,57,Casado(a),350000,63
Región de Aysén del Gral. Carlos Ibáñez del Campo,39,Conviviente o pareja sin acuerdo de unión civil,580000,22
Región Metropolitana de Santiago,22,Soltero(a),850000,722
Región de Antofagasta,50,Conviviente o pareja sin acuerdo de unión civil,330000,10
Región del Maule,43,Soltero(a),350000,62
Región de Antofagasta,65,Soltero(a),450000,85
Región Metropolitana de Santiago,33,Soltero(a),350000,165
Región Metropolitana de Santiago,26,Soltero(a),130000,250
Región de La Araucanía,18,Soltero(a),40000,70
Región de Coquimbo,37,Soltero(a),380000,14
Región del Biobío,21,Soltero(a),290000,57
Región Metropolitana de Santiago,47,Casado(a),1300000,112
Región de Los Lagos,45,Casado(a),466000,31
Región del Biobío,28,Soltero(a),225000,76
Región Metropolitana de Santiago,31,Soltero(a),540000,250
Región de La Araucanía,36,Soltero(a),830000,45
Región del Maule,61,Casado(a),320000,158
Región Metropolitana de Santiago,24,Soltero(a),350000,151
Región de La Araucanía,53,Casado(a),360000,91
Región de Atacama,35,Soltero(a),320000,66
Región Metropolitana de Santiago,24,Soltero(a),350000,214
Región de Coquimbo,26,Soltero(a),1100000,150
Región de Coquimbo,30,Soltero(a),350000,148
Región del Libertador Gral. Bernardo O'Higgins,32,Soltero(a),420000,118
Región Metropolitana de Santiago,18,Soltero(a),270000,137
Región de Coquimbo,31,Soltero(a),480000,21
Región Metropolitana de Santiago,30,Soltero(a),326500,155
Región del Maule,44,Divorciado (a),240000,169
Región de Antofagasta,25,Soltero(a),250000,50
Región de Atacama,28,Casado(a),750000,51
Región Metropolitana de Santiago,55,Casado(a),310000,188
Región de Los Lagos,31,Soltero(a),50000,89
Región de Atacama,60,Soltero(a),350000,36
Región de Atacama,45,Casado(a),1200000,29
Región de Valparaíso,35,Conviviente o pareja sin acuerdo de unión civil,1100000,61
Región de Ñuble,28,Conviviente o pareja sin acuerdo de unión civil,550000,416
Región del Biobío,38,Soltero(a),1100000,92
Región del Libertador Gral. Bernardo O'Higgins,31,Soltero(a),450000,72
Región de Ñuble,36,Conviviente o pareja sin acuerdo de unión civil,1200000,28
Región Metropolitana de Santiago,47,Casado(a),310000,481
Región de Tarapacá,30,Soltero(a),250000,31
Región del Maule,57,Casado(a),420000,37
Región de Ñuble,16,Soltero(a),50000,39
Región de Valparaíso,35,Soltero(a),380000,71
Región de Tarapacá,30,Conviviente o pareja sin acuerdo de unión civil,550000,43
Región Metropolitana de Santiago,46,Casado(a),320000,171
Región del Libertador Gral. Bernardo O'Higgins,54,Soltero(a),320000,39
Región Metropolitana de Santiago,34,Casado(a),450000,169
Región del Libertador Gral. Bernardo O'Higgins,48,Casado(a),380000,104
Región de La Araucanía,29,Conviviente o pareja sin acuerdo de unión civil,350000,76
Región de Tarapacá,49,Divorciado (a),620000,42
Región de Coquimbo,50,Casado(a),1100000,59
Región Metropolitana de Santiago,29,Conviviente civil (con acuerdo de unión civil),1800000,243
Región Metropolitana de Santiago,23,Soltero(a),150000,235
Región Metropolitana de Santiago,38,Casado(a),2200000,155
Región de Valparaíso,25,Soltero(a),82000,59
Región del Maule,53,Conviviente o pareja sin acuerdo de unión civil,28000,190
Región del Biobío,22,Soltero(a),320000,136
Región del Biobío,45,Casado(a),1200000,101
Región Metropolitana de Santiago,59,Casado(a),330000,182
Región del Maule,29,Soltero(a),270000,60
Región de Los Ríos,41,Casado(a),319000,43
Región del Libertador Gral. Bernardo O'Higgins,37,Divorciado (a),550000,64
Región del Libertador Gral. Bernardo O'Higgins,69,Casado(a),333000,76
Región de Los Ríos,39,Conviviente o pareja sin acuerdo de unión civil,450000,69
Región Metropolitana de Santiago,39,Soltero(a),240000,195
Región Metropolitana de Santiago,56,Divorciado (a),1800000,116
Región de Magallanes y de la Antártica Chilena,32,Conviviente o pareja sin acuerdo de unión civil,450000,23
Región Metropolitana de Santiago,43,Casado(a),450000,214
Región del Biobío,45,Divorciado (a),450000,98
Región de Aysén del Gral. Carlos Ibáñez del Campo,54,Soltero(a),350000,19
Región de Valparaíso,50,Separado(a),1200000,93
Región de Los Ríos,56,Casado(a),1800000,52
Región del Maule,45,Casado(a),320000,79
Región Metropolitana de Santiago,60,Soltero(a),1400000,189
Región de Los Ríos,60,Separado(a),2100000,23
Región de Coquimbo,41,Conviviente o pareja sin acuerdo de unión civil,150000,122
Región de Valparaíso,31,Soltero(a),220000,50
Región de Aysén del Gral. Carlos Ibáñez del Campo,49,Conviviente o pareja sin acuerdo de unión civil,1300000,26
Región de Magallanes y de la Antártica Chilena,45,Casado(a),1200000,31
Región del Biobío,51,Casado(a),350000,77
Región de Los Lagos,51,Casado(a),340000,74
Región de Aysén del Gral. Carlos Ibáñez del Campo,33,Casado(a),1700000,70
Región Metropolitana de Santiago,35,Casado(a),1050000,68
Región de Valparaíso,61,Casado(a),450000,86
Región del Maule,50,Viudo(a),350000,89
Región del Libertador Gral. Bernardo O'Higgins,33,Soltero(a),360000,131
Región Metropolitana de Santiago,34,Soltero(a),450000,105
Región del Libertador Gral. Bernardo O'Higgins,24,Soltero(a),350000,40
Región de Antofagasta,34,Soltero(a),1333000,114
Región de Valparaíso,23,Conviviente o pareja sin acuerdo de unión civil,320000,272
Región Metropolitana de Santiago,46,Casado(a),750000,149
Región Metropolitana de Santiago,58,Conviviente o pareja sin acuerdo de unión civil,320000,94
Región Metropolitana de Santiago,53,Soltero(a),1300000,189
Región de Valparaíso,23,Casado(a),280000,185
Región del Biobío,49,Separado(a),420000,102
Región Metropolitana de Santiago,34,Casado(a),1500000,141
Región de Arica y Parinacota,34,Conviviente o pareja sin acuerdo de unión civil,290000,14
Región de Coquimbo,65,Casado(a),1400000,96
Región del Libertador Gral. Bernardo O'Higgins,44,Soltero(a),380000,82
Región de Arica y Parinacota,28,Soltero(a),70000,43
Región de Ñuble,58,Separado(a),350000,77
Región de Antofagasta,53,Soltero(a),380000,98
Región Metropolitana de Santiago,26,Conviviente o pareja sin acuerdo de unión civil,1400000,105
Región de La Araucanía,31,Soltero(a),697000,76
Región del Libertador Gral. Bernardo O'Higgins,48,Conviviente o pareja sin acuerdo de unión civil,321000,57
Región Metropolitana de Santiago,51,Soltero(a),720000,182
Región Metropolitana de Santiago,38,Separado(a),314000,141
Región del Libertador Gral. Bernardo O'Higgins,50,Divorciado (a),370000,53
Región del Libertador Gral. Bernardo O'Higgins,49,Divorciado (a),450000,109
Región Metropolitana de Santiago,39,Soltero(a),350000,232
Región de La Araucanía,24,Soltero(a),550000,108
Región del Libertador Gral. Bernardo O'Higgins,60,Divorciado (a),250000,104
Región del Libertador Gral. Bernardo O'Higgins,59,Viudo(a),470000,98
Región de Los Lagos,31,Conviviente o pareja sin acuerdo de unión civil,950000,58
Región de La Araucanía,27,Soltero(a),350000,50
Región del Biobío,38,Casado(a),225000,116
Región del Libertador Gral. Bernardo O'Higgins,60,Casado(a),260000,72
Región del Biobío,42,Conviviente o pareja sin acuerdo de unión civil,1200000,340
Región de Coquimbo,42,Soltero(a),780000,126
Región de Tarapacá,58,Separado(a),450000,48
Región de Los Lagos,33,Casado(a),1500000,71
Región del Biobío,30,Casado(a),320000,70
Región del Biobío,56,Soltero(a),320000,124
Región Metropolitana de Santiago,37,Soltero(a),326000,159
Región Metropolitana de Santiago,37,Conviviente o pareja sin acuerdo de unión civil,1800000,192
Región Metropolitana de Santiago,51,Soltero(a),330000,215
Región del Libertador Gral. Bernardo O'Higgins,35,Casado(a),380000,87
Región Metropolitana de Santiago,34,Casado(a),2400000,74
Región Metropolitana de Santiago,43,Casado(a),1056000,344
Región de Atacama,36,Conviviente o pareja sin acuerdo de unión civil,450000,45
Región de Magallanes y de la Antártica Chilena,22,Conviviente o pareja sin acuerdo de unión civil,650000,51
Región de La Araucanía,30,Conviviente o pareja sin acuerdo de unión civil,130000,36
Región de Atacama,30,Soltero(a),350000,30
Región Metropolitana de Santiago,52,Separado(a),450000,288
Región de Los Lagos,40,Casado(a),350000,57
Región de Los Lagos,39,Conviviente o pareja sin acuerdo de unión civil,680000,60
Región Metropolitana de Santiago,56,Casado(a),550000,136
Región Metropolitana de Santiago,33,Soltero(a),1300000,82
Región de Magallanes y de la Antártica Chilena,44,Conviviente o pareja sin acuerdo de unión civil,1500000,34
Región de Magallanes y de la Antártica Chilena,60,Casado(a),320000,35
Región de Valparaíso,59,Casado(a),1800000,124
Región de Antofagasta,39,Casado(a),370000,94
Región de Tarapacá,29,Soltero(a),330000,45
Región de Valparaíso,49,Conviviente o pareja sin acuerdo de unión civil,1400000,291
Región Metropolitana de Santiago,23,Casado(a),320000,50
Región Metropolitana de Santiago,52,Conviviente o pareja sin acuerdo de unión civil,2800000,234
Región Metropolitana de Santiago,52,Casado(a),650000,232
Región del Libertador Gral. Bernardo O'Higgins,30,Casado(a),440000,72
Región de Atacama,27,Soltero(a),55000,35
Región de Valparaíso,60,Conviviente o pareja sin acuerdo de unión civil,280000,107
Región del Libertador Gral. Bernardo O'Higgins,31,Soltero(a),350000,35
Región Metropolitana de Santiago,28,Soltero(a),950000,78
Región Metropolitana de Santiago,36,Conviviente o pareja sin acuerdo de unión civil,450000,198
Región de Tarapacá,40,Casado(a),920000,53
Región Metropolitana de Santiago,22,Soltero(a),450000,345
Región de Valparaíso,50,Casado(a),380000,166
Región Metropolitana de Santiago,63,Separado(a),550000,201
Región de Los Ríos,60,Casado(a),1180000,44
Región de Los Lagos,38,Separado(a),420000,78
Región del Biobío,31,Conviviente o pareja sin acuerdo de unión civil,920000,120
Región de Los Lagos,30,Conviviente o pareja sin acuerdo de unión civil,1100000,73
Región Metropolitana de Santiago,32,Conviviente o pareja sin acuerdo de unión civil,1200000,857
Región del Maule,63,Casado(a),420000,91
Región Metropolitana de Santiago,58,Casado(a),650000,236
Región Metropolitana de Santiago,47,Divorciado (a),360000,181
Región Metropolitana de Santiago,33,Casado(a),1500000,155
Región de Magallanes y de la Antártica Chilena,50,Soltero(a),214000,49
Región del Biobío,40,Conviviente o pareja sin acuerdo de unión civil,1280000,73
Región Metropolitana de Santiago,39,Casado(a),1500000,180
Región de Antofagasta,23,Conviviente o pareja sin acuerdo de unión civil,320000,185
Región de Ñuble,66,Casado(a),250000,92
Región de Coquimbo,24,Conviviente o pareja sin acuerdo de unión civil,480000,87
Región de Atacama,49,Conviviente o pareja sin acuerdo de unión civil,316000,31
Región de Valparaíso,41,Soltero(a),560000,117
Región de Los Ríos,49,Casado(a),130000,61
Región de Tarapacá,42,Conviviente o pareja sin acuerdo de unión civil,320000,36
Región del Libertador Gral. Bernardo O'Higgins,70,Soltero(a),180000,61
Región de Valparaíso,67,Viudo(a),210000,107
Región del Biobío,58,Conviviente o pareja sin acuerdo de unión civil,230000,90
Región Metropolitana de Santiago,35,Casado(a),1920000,338
Región Metropolitana de Santiago,34,Soltero(a),420000,191
Región Metropolitana de Santiago,43,Casado(a),320000,213
Región de Antofagasta,35,Conviviente o pareja sin acuerdo de unión civil,1100000,85
Región Metropolitana de Santiago,63,Divorciado (a),1600000,183
Región de Antofagasta,25,Conviviente o pareja sin acuerdo de unión civil,650000,104
Región del Maule,37,Soltero(a),260000,61
Región Metropolitana de Santiago,49,Conviviente civil (con acuerdo de unión civil),450000,213
Región de Coquimbo,45,Separado(a),310000,114
Región de Magallanes y de la Antártica Chilena,58,Casado(a),1300000,39
Región Metropolitana de Santiago,40,Soltero(a),1100000,343
Región Metropolitana de Santiago,54,Casado(a),1500000,309
Región del Maule,63,Conviviente o pareja sin acuerdo de unión civil,270000,28
Región Metropolitana de Santiago,33,Soltero(a),650000,308
Región de Arica y Parinacota,60,Casado(a),360000,39
Región de Los Lagos,30,Conviviente o pareja sin acuerdo de unión civil,350000,144
Región del Maule,37,Casado(a),610000,60
Región Metropolitana de Santiago,31,Soltero(a),1800000,129
Región del Biobío,53,Soltero(a),210000,88
