serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,residential_type,non_use_code,assessor_remarks
171209,2017,04/19/2018,Bridgeport,2675 PARK AVE UNIT 21,103710,132000,Condo,25 - Other,DISTRESS SALE
1700370,2017,05/31/2018,East Haven,46 HILTON AVE,108910,110500,Single Family,25 - Other,RATIIO TOO HIGH
171476,2017,06/08/2018,Bridgeport,226 OVERLAND AVE,111030,86367,Single Family,25 - Other,SOLD BELOW MARKET VALUE
170948,2017,09/10/2018,New Haven,39 LILAC ST,64960,60000,Single Family,25 - Other,BELOW MARKET
170034,2017,10/31/2017,Rocky Hill,358 OLD MAIN STREET,164080,150175,Single Family,25 - Other,SALES RATIO TOO HIGH
17105,2017,02/23/2018,Montville,86 CONNECTICUT BLVD,96280,189900,Single Family,25 - Other,SALES RATIO / RENOVATED?
170323,2017,04/30/2018,Groton,165 DOGWOOD LN,122290,65000,Single Family,25 - Other,DO NOT THINK ON OPEN MARKET BUT SENDING SALES QUESTIONNAIRE
170025,2017,12/27/2017,North Branford,27 FARMINGTON DR,63900,428115,Single Family,07 - Change in Property,QUAL BECAUSE SALE IS VALID LISTED AS LAND ONLY
170979,2017,09/24/2018,New Haven,255 COUNTY ST,99260,120000,Three Family,25 - Other,BELOW MARKET
170562,2017,09/04/2018,Groton,1042 POQUONNOCK RD LOT 26,6440,3000,Single Family,25 - Other,MOBILE HOME
1700439,2017,07/10/2018,East Haven,130 COE AVE #45,28240,25000,Condo,25 - Other,RATIO TOO HIGH
1700092,2017,02/12/2018,Wolcott,14 HAMPSHIRE DR,197520,255000,Condo,25 - Other,"Non MLS sale; no market time, sale or financing concession information available"
1700071,2017,11/13/2017,East Haven,18 PENNSYLVANIA AVE,112690,130000,Single Family,25 - Other,RATIO TOO HIGH
1700321,2017,05/03/2018,East Haven,330 SHORT BEACH RD #F6,28750,28000,Condo,25 - Other,RATIO TOO HIGH
1700007,2017,10/04/2017,East Haven,10 EMMA RD,130380,135000,Single Family,25 - Other,Ratio too high
170023,2017,10/18/2017,New Haven,718 CONGRESS AVENUE,68530,36000,Condo,25 - Other,BELOW MARKET
170423,2017,07/19/2018,Westport,6 LARCH TREE LANE,1229800,1400000,Single Family,25 - Other,3RD PARTY TRANSFER
170303,2017,02/15/2018,New Haven,77 PORTER STREET,107000,122500,Two Family,25 - Other,BELOW MARKET
170269,2017,01/26/2018,New Haven,359 HOWARD AVENUE,90090,100000,Three Family,25 - Other,BELOW MARKET
170143,2017,12/06/2017,New Haven,348 HUMPHREY ST,380030,376000,Three Family,25 - Other,BELOW MARKET
170071,2017,11/06/2017,New Haven,932 QUINNIPIAC AVE UNIT 4 AKA,100870,86250,Condo,25 - Other,BELOW MARKEt
17197,2017,12/15/2017,Hartford,34 GILMAN ST,33110,55000,Three Family,25 - Other,Motivated Seller Below market
170531,2017,04/27/2018,New Haven,1644 QUINNIPIAC AVENUE,91820,106000,Single Family,25 - Other,BELOW MARKET
170015,2017,10/10/2017,Vernon,40 WARD ST,117190,109000,Three Family,25 - Other,UNKNOWN REASON
170031,2017,10/05/2017,Bridgeport,2370 NORTH AVE #10B,53490,20000,Condo,25 - Other,BELOW MARKET VALUE
1700027,2017,10/16/2017,East Haven,8 BOXFORD ST,101350,136000,Single Family,14 - Foreclosure,Ratio Too High
170790,2017,08/30/2018,Southington,160 BERLIN ST,101160,50080,Single Family,25 - Other,OTHER
17104,2017,11/28/2017,Newington,38 BRIARWOOD RD,132950,148000,Single Family,25 - Other,Sale is not between a willing buyand a willing seller
170132,2017,02/20/2018,New London,161 ONECO AVE,102270,3000000,Four Family,24 - Plottage,"SOLD ON SAME DEED 151, 157 165 171 ONECO AVE"
17627,2017,06/22/2018,Hartford,2020 BROAD ST UNIT 3,17220,28000,Condo,25 - Other,Motivated Seller Below market
170159,2017,05/24/2018,Clinton,133 W MAIN ST SITE A24,17100,10000,Single Family,25 - Other,MOBILE HOME ONLY ON LEASED LAND
170572,2017,06/26/2018,Southington,1 GARDEN DR (TP),15240,58000,Single Family,07 - Change in Property,CONDITION
17411,2017,03/16/2018,Hartford,50 ROSEMONT ST,38710,64000,Single Family,25 - Other,Motivated Seller Below market
170205,2017,12/21/2017,Manchester,506 CENTER STREET,95800,142000,Single Family,14 - Foreclosure,GOVT AGENCY
170057,2017,10/11/2017,Bridgeport,525 JANE ST,147850,157000,Four Family,25 - Other,BELOW MARKET VALUE
171466,2017,08/20/2018,Norwalk,60 PLATTSVILLE AVE UNIT 4,90560,174300,Condo,14 - Foreclosure,5-48-133-4
17347,2017,09/13/2018,Montville,35 WEBB DR,111980,100000,Single Family,25 - Other,SALES RATIO
170622,2017,06/12/2018,New Haven,76 COTTAGE STREET,307650,404000,Two Family,25 - Other,BELOW MARKET
1700189,2017,02/02/2018,East Haven,814 NORTH HIGH ST,175620,216500,Single Family,25 - Other,RATIO TOO HIGH
170634,2017,07/16/2018,Southington,3 HEMLOCK RD (TP),28010,56900,Single Family,25 - Other,CONDITION
17049,2017,12/15/2017,Mansfield,48 MONTICELLO LA,156600,225000,Single Family,25 - Other,CODE #22 CONVEY FORM
170262,2017,11/15/2017,Bridgeport,602 GARFIELD AVE,126810,130000,Single Family,25 - Other,DISTRESS SALE
170243,2017,01/09/2018,Manchester,635 SOUTH MAIN STREET,161800,171260,Single Family,25 - Other,WARRANTY DEED
1700147,2017,01/02/2018,East Haven,13 CEDAR COURT #E,55210,45000,Condo,25 - Other,RATIO TOO HIGH
170175,2017,12/11/2017,Southington,78 BRISTOL ST,132070,130000,Two Family,25 - Other,CONDITION
170453,2017,07/10/2018,Groton,65 SPICER AVE,114310,92500,Single Family,25 - Other,SENDING SALES QUESTIONNAIRE
170466,2017,07/18/2018,Groton,11 PEARL ST (NOANK),287350,235000,Single Family,25 - Other,SENDING SALES QUESTIONNAIRE
171339,2017,05/16/2017,Bridgeport,101 BELL ST,59960,58000,Single Family,25 - Other,BELOW MARKET VALUE
170304,2017,02/15/2018,New Haven,83 PORTER STREET,76230,72500,Single Family,25 - Other,BELOW MARKET
170319,2017,05/22/2018,New London,59 BLACKHALL ST,57820,40000,Two Family,25 - Other,RATIO
17405,2017,03/15/2018,Hartford,342 SIGOURNEY ST,27125,50000,Three Family,25 - Other,Motivated Seller Below market
170193,2017,12/22/2017,New Haven,507 WOODWARD AVENUE,120470,100000,Condo,25 - Other,BELOW MARKET
170103,2017,05/15/2018,Prospect,247 COOK RD,144620,106500,Single Family,25 - Other,RATIO TOO HIGH
170995,2017,07/06/2018,Naugatuck,50 SHADDUCK ROAD,21680,18500,Single Family,14 - Foreclosure,ARMS LENGTH SALE
170228,2017,04/11/2018,Vernon,67 HIGH ST,98300,37000,Single Family,25 - Other,UNKNOWN REASON
170104,2017,05/18/2018,Prospect,70 SUMMIT RD,155380,148100,Single Family,14 - Foreclosure,RATIO TOO HIGH
17064,2017,10/26/2017,Hartford,67 GRANBY ST,39165,47500,Single Family,25 - Other,Motivated Seller Below market
17617,2017,06/15/2018,Hartford,61 CUMBERLAND ST,44520,65000,Single Family,25 - Other,Motivated Seller Below market
17273,2017,01/19/2018,Hartford,37 MARTIN ST,55615,47500,Two Family,25 - Other,Motivated Seller Below market
170030,2017,10/16/2017,New Haven,10 BATTER TERRACE,79730,62400,Two Family,25 - Other,BELOW MARKET
1700442,2017,07/10/2018,East Haven,25 HARTMAN DR,98130,83000,Single Family,25 - Other,RATIO TOO HIGH
170017,2017,10/17/2017,New Haven,133 VISTA TERRACE,146370,152000,Single Family,25 - Other,BELOW MARKET
170131,2017,02/20/2018,New London,157 ONECO AVE,100240,3000000,Four Family,24 - Plottage,"SOLD ON SAME DEED 151, 161 165 171 ONECO AVE"
170028,2017,10/23/2017,New Haven,239 CLINTON AVENUE,129640,150000,Three Family,25 - Other,BELOW MARKET
17495,2017,04/23/2018,Hartford,58 CABOT ST,67130,87000,Three Family,25 - Other,Motivated Seller Below market
170169,2017,01/30/2018,Naugatuck,18 THUNDERBIRD DRIVE,15260,13600,Single Family,25 - Other,ARMS LENGTH SALE
171904,2017,08/17/2018,Bridgeport,86 WENTWORTH ST,131620,130000,Single Family,25 - Other,SOLD BELOW MARKET VALUE
1700068,2017,11/09/2017,East Haven,185 FOXON RD,106890,85000,Single Family,25 - Other,RATIO TOO HIGH
17018,2017,11/20/2017,Marlborough,17 EAST LAKE RD,240520,276000,Single Family,07 - Change in Property,Dwelling purchased a few months back/cleaned up and flipped/owners to tear down house and rebuild
17043,2017,03/23/2018,Columbia,21 LAKE ROAD,162900,84395,Single Family,25 - Other,CODE 03
170186,2017,09/28/2018,Essex,120 RIVER ROAD,1400300,850000,Single Family,25 - Other,owner didnt want to wait to sell - sold below market value
1700233,2017,03/01/2018,New Milford,1 MEETINGHOUSE TER,288120,254000,Single Family,25 - Other,SALES RATIO
170099,2017,11/17/2017,New Haven,53 AUBURN STREET,104580,65000,Single Family,25 - Other,BELOW MARKET
17828,2017,08/31/2018,Hartford,492 BROAD ST,55265,110000,Three Family,25 - Other,Motivated Seller Below market
170041,2017,04/05/2018,East Granby,20 OLD HARTFORD AVENUE,119900,100000,Condo,14 - Foreclosure,SALE BY FORECLOSURE
170055,2017,11/07/2017,Vernon,47 HARTL DR,118660,105000,Single Family,25 - Other,UNKNOWN REASON
17345,2017,02/16/2018,Hartford,606 GARDEN ST,51135,67000,Three Family,25 - Other,Motivated Seller Below market
1700159,2017,01/09/2018,East Haven,17 CHARNES DR,180330,205000,Single Family,25 - Other,RATIO TOO HIGH
17908,2017,09/28/2018,Hartford,10 ADELAIDE ST,61110,131500,Three Family,25 - Other,Motivated Seller Below market
170363,2017,06/22/2018,New London,85 SQUIRE ST,72030,29000,Two Family,25 - Other,RATIO
1700288,2017,04/17/2018,East Haven,173 RUSSO AVE #609,92650,102500,Condo,16 - Charitable Group,RATIO TOO HIGH
170745,2017,03/16/2018,Norwalk,25 BETTSWOOD RD,332390,150000,Single Family,25 - Other,1-71-13-0
1700079,2017,11/17/2017,East Haven,35 MALLARD LN,164280,195000,Single Family,25 - Other,Ratio Too High
17223,2017,12/27/2017,Hartford,249 LINNMOORE ST,69230,155000,Single Family,25 - Other,Motivated Seller Below market
1700032,2017,11/29/2017,Middlebury,166 CARRIAGE DR,278500,300000,Single Family,25 - Other,Colonial
170205,2017,05/21/2018,Rocky Hill,49 FERNWOOD DRIVE,166600,125000,Single Family,25 - Other,SALES RATIO TOO HIGH
170290,2017,02/08/2018,New Haven,387 SHELTON AVENUE,109970,107500,Three Family,25 - Other,BELOW MARKET
170072,2017,11/06/2017,New Haven,141 PORTSEA STREET,74970,20000,Single Family,25 - Other,BELOW MARKET
170235,2017,05/25/2018,Griswold,378 NORMAN RD L 12,6650,1500,Single Family,25 - Other,MOBILE HOME
170202,2017,12/29/2017,New Haven,13 ROCK CREEK RD,48930,95740,Single Family,07 - Change in Property,BELOW MARKET
170326,2017,03/19/2018,Southington,4 THREE GARDENS TERR,48600,99900,Single Family,25 - Other,CONDITION
1700226,2017,02/23/2018,New Milford,561 DANBURY RD,225890,575000,Single Family,25 - Other,SALES RATIO
170550,2017,01/08/2018,Bridgeport,1169 IRANISTAN AVE,123950,45000,Single Family,25 - Other,SOLD BELOW MARKET VALUE
17248,2017,01/08/2018,Hartford,251 ZION ST,41440,80000,Two Family,25 - Other,Motivated Seller Below market
170473,2017,04/30/2018,New Haven,77 PORTER STREET,145530,140000,Two Family,25 - Other,BELoW MARKEt includes vacant lot
17684,2017,07/11/2018,Hartford,70 MONTOWESE ST,42315,88100,Single Family,25 - Other,Motivated Seller Below market
170023,2017,09/06/2018,Scotland,301 PINCH ST,108620,196000,Single Family,07 - Change in Property,HOUSE COMPLETELY RENOVATED BY SELLER PRIOR TO SALE.
170239,2017,04/03/2018,Naugatuck,51-8C BROOK STREET,68990,104500,Condo,07 - Change in Property,ARMS LENGTH SALE
170099,2017,02/06/2018,Clinton,14 OLD MILL RD UNIT 18,5400,32500,Single Family,25 - Other,MOBILE HOME ONLY ON LEASED LAND
170130,2017,10/23/2017,Bridgeport,493-495 BROOKS ST,98800,95000,Two Family,25 - Other,SOLD BELOW MARKET VALUE
17211,2017,12/21/2017,Hartford,25 EAST BURNHAM ST,30660,60000,Single Family,25 - Other,Motivated Seller Below market
17097,2017,11/27/2017,Newington,243 COTTONWOOD,101170,78000,Condo,25 - Other,Sale is not an arms length transaction bewteen a willing buyer and a willing seller
170271,2017,11/16/2017,Bridgeport,710-712 CONNECTICUT AVE,113040,70000,Two Family,25 - Other,SOLD BELOW MARKET VALUE
1700185,2017,01/31/2018,East Haven,48 TUTTLE PL,102960,110000,Single Family,25 - Other,RATIO TOO HIGH
17574,2017,05/25/2018,Hartford,99 WHITMORE ST,52360,47000,Single Family,25 - Other,Motivated Seller Below market
170233,2017,01/10/2018,New Haven,27 KOSSUTH STREET,47460,27500,Two Family,25 - Other,BELOW MARKET
1700434,2017,06/26/2018,New Milford,57 BEL AIR,29610,52000,Condo,25 - Other,SALES RATIO
170201,2017,12/28/2017,New Haven,122 MANSFIELD ST,252840,180000,Two Family,03 - Inter Corporation,BELOW MARKET
1700095,2017,11/27/2017,East Haven,565 SILVER SANDS RD,125780,150000,Single Family,25 - Other,RATIO TOO HIGH
1700436,2017,06/27/2018,New Milford,52 PROSPECT PL,142660,122000,Single Family,25 - Other,SALES RATIO
170330,2017,09/05/2018,Rocky Hill,207 OLD MAIN STREET,141190,157000,Single Family,25 - Other,SALES RATIO TOO HIGH
170359,2017,03/01/2018,New Haven,125 SYLVAN AVENUE,91700,125000,Two Family,25 - Other,BELOW MARKET
171001195,2017,08/22/2018,Woodbury,46 SAW PIT HILL RD,143480,200000,Single Family,06 - Portion of Property,PARCEL INCLUDES THIS + SAW PIT HILL RD .99 ACRES UNIQUE ID 134200
170246,2017,01/09/2018,Manchester,62 HIGH STREET,93900,80000,Single Family,25 - Other,WARRANTY DEED
1700219,2017,02/15/2018,New Milford,21 MEETINGHOUSE TER,294350,325000,Single Family,25 - Other,SALES RATIO
170022,2017,04/26/2018,Cornwall,66 CORNWALL HOLLOW RD,341000,325000,Single Family,25 - Other,SHORT SALE
170134,2017,02/20/2018,New London,171 ONECO AVE,266770,3000000,Four Family,24 - Plottage,SOLD ON SAME DEED 151 157 161 165 ONECO AVE
170083,2017,10/16/2017,Bridgeport,80 FOSTER SQ,104530,105000,Single Family,25 - Other,BELOW MARKET VALUE
170952,2017,09/11/2018,New Haven,160 LAMBERTON ST,64470,40000,Single Family,25 - Other,BELOW MARKET
170465,2017,04/17/2018,New Haven,39 READ ST,104860,100000,Three Family,25 - Other,BELOW MARKET
170151,2017,12/01/2017,Southington,66 BERKLEY AV,104790,100000,Single Family,25 - Other,CONDITION
170227,2017,01/08/2018,New Haven,222 SHERMAN AVENUE,159250,155000,Three Family,25 - Other,BELOW MARKEt
170543,2017,05/18/2018,New Haven,69 WARWICK STREET,83720,75000,Single Family,25 - Other,Below Market
170177,2017,12/20/2017,New Haven,195 ELLSWORTH AVENUE,156590,125000,Three Family,25 - Other,BELOW MARKET
180126,2018,06/26/2019,Middlebury,88 SKYLINE DR,178300,393000,Single Family,07 - Change in Property,Conventional Cape
170109,2017,01/22/2018,Rocky Hill,64 SAWMILL ROAD,183470,202500,Single Family,25 - Other,SALES RATIO TOO HIGH
181179,2018,08/26/2019,Danbury,62 E STARRS PLAIN RD,447700,455000,Single Family,25 - Other,RATIO TOO HIGH / I25002
1800151,2018,12/18/2018,New Milford,167 WILLOW SPRINGS,77070,150000,Condo,07 - Change in Property,SALES RATIO
170226,2017,06/12/2018,Rocky Hill,50 RIVERVIEW ROAD,168140,131000,Single Family,25 - Other,SALES RATIO TOO HIGH
180225,2018,05/01/2019,Berlin,93 HUDSON STREET,198700,217500,Single Family,07 - Change in Property,qualified sale
1700079,2017,01/16/2018,Wolcott,7 BLANSFIELD LN,164950,212000,Single Family,25 - Other,seller relo to NY; agent related
181286,2018,09/25/2019,Danbury,1 ENCLAVE DR,535100,656995,Condo,07 - Change in Property,C16045-1
1800416,2018,06/28/2019,New Milford,48 LONG MTN RD,275030,650000,Single Family,07 - Change in Property,SALES RATIO
180070,2018,11/27/2018,Berlin,18 HONEYSUCKLE,156000,220000,Condo,25 - Other,non-qualified sale
172791,2017,01/25/2018,Shelton,34 BUNKER HILL CIR,257320,430000,Condo,25 - Other,FOUR WINDS CONDO
180148,2018,04/29/2019,Clinton,133 WEST MAIN ST LOT C-4,33400,4500,Single Family,25 - Other,MOBILE HOME ONLY ON LEASED LOT
170733,2017,08/10/2018,Southington,656 SOUTH END RD,127320,70000,Single Family,25 - Other,CONDITION
170261,2017,07/06/2018,Rocky Hill,244 OLD MAIN STREET,160370,100000,Single Family,25 - Other,SALES RATIO TOO HIGH
180059,2018,10/15/2018,Danbury,52 JAMES ST,123700,255000,Single Family,25 - Other,RATIO TOO LOW / J12168
181216,2018,09/05/2019,Danbury,9 ASPEN WAY,184600,175000,Condo,25 - Other,RATIO TOO HIGH / L03005
1800031,2018,10/09/2018,New Milford,25 LAKE DR,185150,160000,Single Family,07 - Change in Property,SALES RATIO
180080,2018,12/05/2018,Berlin,1667 ORCHARD ROAD,168000,165000,Two Family,25 - Other,non-qualified sale
18140,2018,03/06/2019,Montville,1402 ROUTE 163,119330,245900,Single Family,07 - Change in Property,SALES RATIO
170289,2017,02/21/2018,Southington,4 JEFFREY LN,145350,134000,Two Family,25 - Other,CONDITION
171601,2017,09/21/2018,Norwalk,47 RIVERSIDE AVE,182210,540000,Two Family,07 - Change in Property,1-45-14-0
170048,2017,11/02/2017,Vernon,87 GRAND AVE,100650,95000,Single Family,25 - Other,UNKNOWN REASON
170073,2017,02/09/2018,Oxford,73 REES DR,200100,201338,Single Family,14 - Foreclosure,RATIO VERY LOW
180247,2018,11/27/2018,Danbury,5 WOODSIDE AVE #B-17,53800,120000,Condo,25 - Other,RATIO TOO LOW / L13046-30
171612,2017,09/24/2018,Norwalk,8 SPLITROCK RD,457330,644000,Single Family,07 - Change in Property,5-84-135-0
180009,2018,10/02/2018,Coventry,32 RABBIT TR,94600,202000,Single Family,07 - Change in Property,AND R/H/17A RABBIT TR
181209,2018,09/04/2019,Danbury,136 DEER HILL AV A-1,56500,175000,Condo,25 - Other,RATIO TOO LOW / I15119-1
1800066,2018,10/31/2018,New Milford,2 FAIRVIEW TERR,156800,185000,Single Family,25 - Other,SALES RATIO
180428,2018,01/28/2019,Danbury,17 HARRISON ST,142400,175000,Single Family,25 - Other,J15302
170212,2017,10/16/2017,Torrington,1847 NORFOLK RD LOT 30,23360,12000,Single Family,25 - Other,MOBILE HOME
170845,2017,04/13/2018,Norwalk,21 PEQUOT DR,620610,425000,Single Family,25 - Other,3-22-31-0
1800042,2018,10/15/2018,New Milford,32 BOSTWICK ARMS,31080,74900,Condo,25 - Other,SALES RATIO
170129,2017,06/01/2018,Thompson,14 SUNSHINE TER,27800,90000,Single Family,25 - Other,MOBILE
17678,2017,09/17/2018,Newington,85 ROSEMARY LANE,125980,115000,Condo,25 - Other,Sale is not between a willing buyer and a willing seller
181279,2018,09/24/2019,Danbury,5 NABBY RD #A-21,36500,30000,Condo,25 - Other,RATIO TOO LOW / L08018-21
170029,2017,11/03/2017,Oxford,306 RIGGS ST,116000,105000,Single Family,25 - Other,WAY BELOW MARKET
170429,2017,08/06/2018,Vernon,2 BERGER RD,93970,80000,Single Family,25 - Other,UNKNOWN REASON
181157,2018,06/07/2019,Milford,0 CRABTREE LN,261060,385000,Single Family,07 - Change in Property,MBLU 12/6/2
170478,2017,05/29/2018,Southington,325 BUCKLAND ST,170640,359000,Single Family,07 - Change in Property,CONDITION
181210,2018,09/04/2019,Danbury,22 MAIN ST 2-12,129800,212500,Condo,25 - Other,J15041-12
170087,2017,01/02/2018,Rocky Hill,57B GREEN VIEW DRIVE,124320,143000,Condo,25 - Other,SALES RATIO TOO HIGH
180133,2018,04/29/2019,Ansonia,31 BENZ ST,222100,341249,Single Family,25 - Other,HAD TO WAIT FOR AFF OF FACTS TO BE FILED BEFORE TRANSFER
170275,2017,05/10/2018,Vernon,90 VALLEY FALLS RD,168980,110000,Single Family,25 - Other,UNKNOWN REASON
180150,2018,10/24/2018,Bridgeport,2600 PARK AVE #3B,43470,100000,Condo,25 - Other,DISTRESS SALE
1800584,2018,09/26/2019,New Milford,4 MORETTA LN,250530,150000,Single Family,07 - Change in Property,SALES RATIO
180979,2018,07/09/2019,Danbury,13 TARRYWILE LAKE RD,200800,210000,Single Family,25 - Other,RATIO TOO LOW / H17178
18221,2018,05/22/2019,Montville,126 MEETINGHOUSE LN,10170,25000,Single Family,25 - Other,SALES RATIO
1800475,2018,07/26/2019,New Milford,115 PUMPKIN HILL RD,219590,385000,Single Family,25 - Other,SALES RATIO
180425,2018,01/28/2019,Danbury,116 WARRINGTON RN,371700,580000,Condo,25 - Other,B15001-13-116
1800296,2018,04/12/2019,New Milford,337 CANDLEWOOD LK N,234220,200000,Single Family,25 - Other,SALES RATIO
170351,2017,06/27/2018,Vernon,37 LAWRENCE ST,96210,85000,Single Family,07 - Change in Property,UNKNOWN REASON
17482,2017,05/23/2018,Newington,910 WILLARD AVENUE,116210,101000,Single Family,25 - Other,SALE IS NOT BETWEEN A WILLING BUYER AND A WILLING SELLER
170159,2017,02/07/2018,Vernon,212 RISLEY RD,169430,130000,Single Family,25 - Other,UNKNOWN REASON
1800408,2018,06/27/2019,New Milford,514 CANDLEWOOD LK N,142380,283000,Single Family,25 - Other,SALES RATIO
17691,2017,09/21/2018,Newington,166 WEBSTER COURT,53240,48000,Condo,25 - Other,Sale is not between a willing seller or a willing buyer
180038,2018,12/03/2018,Ansonia,125 LIBERTY ST,89200,125000,Two Family,14 - Foreclosure,OPM EXEMP CODE 01
181192,2018,09/03/2019,Danbury,15 HOSPITAL AV,228600,480000,Three Family,25 - Other,RATIO TOO LOW / I12151
170276,2017,05/11/2018,Vernon,90 VILLAGE ST,92630,87500,Two Family,14 - Foreclosure,UNKNOWN REASON
180208,2018,06/28/2019,Cromwell,10 CEDAR LAND COURT,73780,55000,Condo,25 - Other,DESIRABLE LOCATION
170069,2017,11/20/2017,Vernon,55 PROSPECT ST,144980,75000,Single Family,14 - Foreclosure,UNKNOWN REASON
1700043,2017,11/29/2017,Wolcott,287 EAST ST,117960,76900,Single Family,25 - Other,quick sale; under 60 days on market; sold full asking price
1800541,2018,09/05/2019,New Milford,41 HIPP RD,186830,371000,Single Family,07 - Change in Property,SALES RATIO
180086,2018,10/18/2018,Danbury,1025 COUNTRY VIEW RD,18200,302882,Condo,07 - Change in Property,B15002-1025
1800343,2018,05/17/2019,New Milford,17 OLD GROVE ST,119910,115000,Single Family,07 - Change in Property,SALES RATIO
170071,2017,02/02/2018,Oxford,40-4 LITTLE PUNKUP RD,112700,50000,Single Family,07 - Change in Property,WAY TO LOW-PERSON DIED IN THIS HOUSE
181047,2018,07/23/2019,Danbury,1 FARVIEW AV #A-8,100900,207100,Condo,07 - Change in Property,RATIO TOO LOW / H13018-8
18257,2018,06/18/2019,Montville,17 FOWLER DR,93940,75000,Single Family,25 - Other,SALES RATIO
181255,2018,09/17/2019,Danbury,13 PUTNAM LANE,285800,417500,Condo,07 - Change in Property,B15004-88
180132,2018,11/20/2018,Hamden,106 FILBERT ST,181370,151000,Single Family,25 - Other,LOW SALES PRICE
181128,2018,08/12/2019,Danbury,16 OLIVE ST,153900,158000,Single Family,25 - Other,RATIO TOO HIGH / K12034
17093,2017,06/07/2018,North Stonington,19 JOHNSON RD,120960,207500,Single Family,07 - Change in Property,UPDATED DWELLING
17669,2017,09/07/2018,Newington,157 ROSELEAH AVE,124750,135000,Single Family,25 - Other,Sale not between willing buyer and a willing seller
180238,2018,11/21/2018,Danbury,17 FIRST ST EXT,144200,279900,Single Family,25 - Other,RATIO TOO LOW / J10164 / AKA HAWLEY AVE
170287,2017,02/20/2018,Southington,17 HEMLOCK RD (TP),29960,32000,Single Family,25 - Other,CONDITION
170025,2017,10/18/2017,Vernon,20 MORRISON ST,99550,65000,Two Family,25 - Other,UNKNOWN REASON
1800227,2018,02/11/2019,New Milford,29 MINE HILL RD,235760,177000,Single Family,25 - Other,SALES RATIO
180989,2018,07/11/2019,Danbury,8 PARKER ST #J-10,67000,165000,Condo,25 - Other,RATIO TOO LOW / H12037-10
170025,2017,10/31/2017,Oxford,12 HURLEY RD,185400,180000,Single Family,25 - Other,Buyer purchased home for less than assessed value.
180229,2018,05/06/2019,Berlin,47 ALLING STREET,118000,110000,Single Family,25 - Other,qualified sale
180420,2018,03/01/2019,Griswold,56 BMW DRIVE,171150,181250,Single Family,14 - Foreclosure,POST FORECLOSURE
181011,2018,07/16/2019,Danbury,24 HAMILTON DR,144000,310000,Single Family,25 - Other,RATIO TOO LOW / G04061
170492,2017,09/13/2018,Vernon,50 ECHO RIDGE DR,192360,164000,Single Family,25 - Other,UNKNOWN REASON
181079,2018,07/31/2019,Danbury,97-99 PARK AVE #53,102400,225000,Condo,25 - Other,RATIO TOO LOW / H16031-34
170812,2017,09/04/2018,Southington,20 PINE GROVE RD (TP),52310,52500,Single Family,25 - Other,CONDITION
170404,2017,07/27/2018,Vernon,24 SUSAN RD,126320,78000,Single Family,25 - Other,UNKNOWN REASON
170393,2017,04/20/2018,Southington,557 HOBART ST,100750,87900,Single Family,25 - Other,CONDITION
18089,2018,06/28/2019,Haddam,160 BURR RD,121090,65000,Single Family,07 - Change in Property,WARRANTY DEED
170017,2017,10/31/2017,Prospect,2 POND VIEW DR,219050,213001,Single Family,14 - Foreclosure,RATIO TOO HIGH
171257,2017,07/10/2018,Norwalk,1 THEODORE LN,409080,640000,Single Family,25 - Other,5-16-54-0
1800539,2018,09/03/2019,New Milford,26 SHERWOOD DR,165900,280000,Single Family,25 - Other,SALES RATIO
170001,2017,10/23/2017,Scotland,631 HANOVER RD,115510,130000,Single Family,14 - Foreclosure,SOLD ABOVE LIST PRICE OF $105K.
170368,2017,04/11/2018,Southington,123 RETHAL ST,137140,148000,Single Family,25 - Other,CONDITION
1800093,2018,11/20/2018,New Milford,83 SHERRY LN,170750,340000,Single Family,07 - Change in Property,SALES RATIO
180079,2018,04/01/2019,Middlebury,112 FAIRHAVEN DR,304700,275000,Single Family,25 - Other,Contemporary
170309,2017,08/17/2018,Rocky Hill,12 GAYLORD DRIVE,142310,150000,Single Family,25 - Other,SALES RATIO TOO HIGH
180361,2018,01/03/2019,Danbury,2108 EATON CT,205900,299000,Condo,25 - Other,K09098-98
181139,2018,04/29/2019,Bridgeport,114 COLONY,65370,159000,Single Family,07 - Change in Property,OUT OF SEQUENCE
170482,2017,09/05/2018,Vernon,132-140 WEST MAIN ST,176300,150000,Three Family,25 - Other,UNKNOWN......#132 ASSMNT 97070   #140 ASSMNT 79230
181068,2018,07/29/2019,Danbury,54 DRIFTWAY RD,203400,160000,Single Family,25 - Other,D13061
180388,2018,01/14/2019,Danbury,5 PONDVIEW TERR,17600,38000,Single Family,25 - Other,RATIO TOO LOW / MOBILE HOME / D15017-78
180022,2018,10/26/2018,North Branford,18 FARMINGTON DRIVE,86000,589605,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE AND ASSESSED.
1800043,2018,10/15/2018,New Milford,205 SAWYER HILL RD,270480,625000,Single Family,07 - Change in Property,SALES RATIO
18377,2018,07/22/2019,Farmington,35 ROBIN RD,182140,320000,Single Family,25 - Other,PURCHASED FROM A RELOCATION CO.
180421,2018,01/23/2019,Danbury,15 GOLDEN HILL LANE,173600,171000,Single Family,25 - Other,RATIO TOO HIGH / H11144
18117,2018,07/24/2019,Durham,58 CLARK RD,161840,116292,Single Family,25 - Other,Not Sure
